Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
.אני אפילו לא יודע מה שמך,I don't even know your name.,True,"00:36:13,510","00:36:15,810","00:36:13,548","00:36:15,174"
.אתה יכול לקרוא לי מרה,You may call me Mera.,True,"00:36:20,280","00:36:21,580","00:36:20,263","00:36:21,389"
".תודה, מרה","Thank you, Mera.",True,"00:36:23,350","00:36:24,890","00:36:23,349","00:36:24,767"
.אלי הטוב,Dear God.,True,"00:36:46,040","00:36:47,510","00:36:45,955","00:36:47,290"
.אורם עשה את זה,This was Orm's doing.,True,"00:36:48,210","00:36:49,850","00:36:48,165","00:36:49,709"
.הגרוע מכל עוד לפנינו,The worst is yet to come.,True,"00:36:51,650","00:36:53,550","00:36:51,711","00:36:53,337"
...יש אזהרת שיטפון פתאומי,There's a flash flood warning here,True,"00:37:01,160","00:37:02,990","00:37:01,345","00:37:02,972"
"אתרים חסרי-תקדים..., ...מכל רחבי העולם","Unprecedented sights, from all over the world today.",True,"00:37:05,700","00:37:08,300","00:37:05,808","00:37:08,394"
"ניתן לראות ספינות מלחמה, ופסולת שנסחפו על-ידי גלים עצומים","We are seeing warships, and trash washed up by massive waves.",True,"00:37:08,300","00:37:12,360","00:37:08,519","00:37:12,231"
"התמונות היוצאות דופן הללו, --של קווי החוף מוצפים","These extraordinary scenes, of coastlines deluged with waste",True,"00:37:12,380","00:37:15,300","00:37:12,356","00:37:15,401"
"ממשלות הצהירו על, .מקרה חירום במספר מחוזות","and garbage are taking place, all over the world.",True,"00:37:15,310","00:37:18,250","00:37:15,526","00:37:18,029"
"זוהמה שנאגרה במשך עשורים, .הושלכה חזרה לחופים","Decades of pollution, has been thrown back onto land.",True,"00:37:18,510","00:37:21,200","00:37:18,154","00:37:21,157"
.זה לא אסון טבע,No. This was no natural disaster.,True,"00:37:25,560","00:37:27,130","00:37:24,994","00:37:26,871"
"הם השליכו בחזרה את הפסולת שלנו, .ואת ספינות המלחמה","They threw out our garbage, and our warships.",True,"00:37:27,130","00:37:29,500","00:37:26,996","00:37:29,290"
"מדובר בקשר הראשוני שלנו, ...עם אנשיי אטלנטיס","This was our first contact, with the people of Atlantis.",True,"00:37:29,520","00:37:31,840","00:37:29,373","00:37:31,792"
"שוב התחלת עם התאוריה המטורפת שלך, .על אטלנטיס","There you go again, with your insane Atlantean theory.",True,"00:37:31,870","00:37:35,180","00:37:31,918","00:37:34,921"
".אין לך שום הוכחה, ד''ר שין","You have absolutely no proof, Dr. Shin.",True,"00:37:35,200","00:37:37,180","00:37:35,046","00:37:36,797"
",תתעוררו",Open your eyes.,True,"00:37:37,200","00:37:38,260","00:37:36,881","00:37:37,882"
.וקוראים לו אקוומן,and his name is Aquaman.,True,"00:37:40,080","00:37:41,820","00:37:39,926","00:37:41,344"
"עליך לשכוח כל מה שלמדת, .בעולם היבשה","You have to forget, all the teaching of the surface world",True,"00:37:55,080","00:37:58,410","00:37:55,232","00:37:58,527"
"צלול עמוק יותר, כדי לחשוף, .את האינסטינקטים האטלנטים שלך","and go deeper to uncover, your Atlantean instincts.",True,"00:37:58,730","00:38:02,840","00:37:58,653","00:38:02,907"
.אבל אני כבר יודע לשחות,But I already know how to swim.,True,"00:38:03,190","00:38:05,450","00:38:03,366","00:38:04,951"
.ממש לא,Not even close.,True,"00:38:05,460","00:38:07,190","00:38:05,451","00:38:07,119"
",אסייע לך לעצור את המלחמה",I'll help you stop this war.,True,"00:38:12,700","00:38:14,730","00:38:12,750","00:38:14,543"
.וזה יהיה הסוף,"But then, I'm done.",True,"00:38:15,400","00:38:16,600","00:38:15,294","00:38:16,837"
.אולי זה לטובה,Maybe that's for the best.,True,"00:38:17,830","00:38:19,770","00:38:17,922","00:38:19,590"
",האוקיינוס מהווה יותר ממקור חיים עבורינו, ,ארתור","The ocean is more than, our life source, Arthur.",True,"00:38:39,840","00:38:42,390","00:38:40,236","00:38:42,238"
.הוא מי שאנחנו,It is who we are.,True,"00:38:42,390","00:38:43,790","00:38:42,363","00:38:43,739"
?אתה יכול לדבר מתחת למים,"Wait, you can talk underwater?",True,"00:38:44,280","00:38:46,200","00:38:43,864","00:38:45,908"
"!היי, גם אני יכול","I can talk underwater, too!",True,"00:38:46,320","00:38:49,400","00:38:45,992","00:38:49,036"
!זה אדיר,This is awesome!,True,"00:38:49,520","00:38:50,920","00:38:49,370","00:38:50,871"
".אנחנו יכולים יותר, מאשר לדבר","Oh, we can do more than just talk.",True,"00:38:51,670","00:38:54,640","00:38:51,706","00:38:54,417"
"גופף מסוגל להתמודד עם הקור הקיצוני, ,ועם הלחץ","Your body is equipped to survive, the extreme cold and pressure,",True,"00:39:05,780","00:39:10,780","00:39:06,095","00:39:10,683"
.ועינייך מסתגלות לחשכה,and your eyes adjust to see in the dark.,True,"00:39:10,790","00:39:13,320","00:39:10,850","00:39:13,269"
!זה גדול,This is awesome!,True,"00:39:37,280","00:39:38,680","00:39:37,209","00:39:38,461"
"...בקרוב, נסיכי הצעיר","Soon, my young prince.",True,"00:40:12,010","00:40:14,350","00:40:12,119","00:40:14,413"
",בהיותך מוכן, .אדאג שתפגוש אותה באטלנטיס","When you're ready, I'll take you, to Atlantis to meet the queen.",True,"00:40:14,350","00:40:18,750","00:40:14,538","00:40:18,542"
.החבאתי פה את הספינה שלי,I hid my ship in here.,True,"00:40:29,030","00:40:30,900","00:40:29,136","00:40:30,721"
",כדי להגיע ליעד, .תיאלץ להיכנס","Well, to get where we're going,, you're gonna have to.",True,"00:40:34,400","00:40:36,340","00:40:34,475","00:40:36,495"
.זו תהיה התקדמות,That'd be an improvement.,True,"00:40:40,510","00:40:42,240","00:40:40,481","00:40:42,149"
"גשר המעבר הוא, .שריד של אטלנטיס העתיקה","The Gateway Bridge is a remnant, of the Old World.",True,"00:41:52,680","00:41:55,080","00:41:52,928","00:41:55,055"
"זו גם הדרך היחידה, .להיכנס ולצאת מהעיר","It's also the only way in or out, of the Capital.",True,"00:41:55,080","00:41:57,160","00:41:55,181","00:41:57,061"
?מה הבעיה לעלות מעל החומות,Why can't they just go over the walls?,True,"00:41:57,180","00:41:58,620","00:41:57,183","00:41:58,577"
.לא ניתן לחדור את האבטחה,Security is impenetrable.,True,"00:41:58,620","00:42:00,250","00:41:58,601","00:42:00,311"
.לעולם לא יתחמקו מהתותחים,they'd never get past the hydro-cannons.,True,"00:42:02,440","00:42:03,980","00:42:02,062","00:42:03,731"
.או-קיי,"Yeah, right.",True,"00:42:09,430","00:42:10,900","00:42:09,361","00:42:10,696"
?מה זה,What is this?,True,"00:42:30,880","00:42:32,150","00:42:30,925","00:42:32,051"
.המכס שבביקורת גבולות,Customs and border control.,True,"00:42:32,150","00:42:34,140","00:42:32,176","00:42:33,886"
".אל תדאג, .יש לי סיווג דיפלומטי","Don't worry., I have diplomatic clearance.",True,"00:42:34,590","00:42:37,590","00:42:34,803","00:42:37,556"
.ברוך הבא הביתה,Welcome home.,True,"00:42:45,470","00:42:46,470","00:42:45,397","00:42:46,398"
"יש מקום מוגן במורד, .העיר העתיקה","There's a safe house, down in the Old City.",True,"00:43:35,120","00:43:37,380","00:43:35,197","00:43:37,408"
"בני האצולה, .לעולם לא ירדו אל קרקעית הים","The Highborns, never venture to the sea floor.",True,"00:43:37,380","00:43:40,650","00:43:37,533","00:43:40,369"
".הנה, פה",We're here.,True,"00:43:40,650","00:43:41,660","00:43:40,619","00:43:41,620"
?מה זה,What is this?,True,"00:44:10,920","00:44:12,580","00:44:10,941","00:44:12,234"
"אנחנו משתמשים בכיסי אוויר, .כשכבה נוספת של אמצעי זהירות","We use this air pocket, as an extra layer of precaution.",True,"00:44:12,590","00:44:14,920","00:44:12,735","00:44:15,070"
"רק בני האצולה מסוגלים, לנשום את המים כמו את האוויר","Only the Highborns can breathe water, as well as air.",True,"00:44:14,920","00:44:17,490","00:44:15,195","00:44:17,448"
.הם טיפה מלכלכים,They get kind of messy.,True,"00:44:20,130","00:44:22,200","00:44:20,200","00:44:22,036"
".וולקו, הגעתי, קשיש","Vulko. Here I am, old man.",True,"00:44:24,800","00:44:26,700","00:44:24,788","00:44:26,832"
",אחרי כל אותן השנים, סוף סוף אתה מקבל מה שרצית","After all these years,, you finally get what you wanted.",True,"00:44:26,700","00:44:29,740","00:44:26,915","00:44:29,710"
",ארתור, .אני מייחל שנסיבות בואך היו טובות יותר","Arthur, I wish it was, under better circumstances.",True,"00:44:32,370","00:44:36,210","00:44:32,504","00:44:36,133"
.אני לא מאמינה שאורם תקף,I can't believe Orm attacked.,True,"00:44:36,520","00:44:38,540","00:44:36,300","00:44:38,344"
"מה שהוא עולל לספינות המלחמה שלכם, .הייתה רק אזהרה","What he did to your surface warships, was merely a warning.",True,"00:44:42,030","00:44:45,710","00:44:42,056","00:44:45,225"
?מה הרגיז אותו,What provoked it?,True,"00:44:45,710","00:44:47,000","00:44:45,351","00:44:46,393"
"המלך אורם ואביך, .נפלו למארב של בני היבשה","King Orm and your father, were ambushed by the surface.",True,"00:44:47,020","00:44:50,420","00:44:46,977","00:44:50,481"
.נוכחתי שם,I was there.,True,"00:44:54,990","00:44:56,690","00:44:55,027","00:44:56,528"
.ספינת מלחמה תקפה אותנו,A surface warship fired at us.,True,"00:44:56,700","00:44:58,560","00:44:56,653","00:44:58,572"
".עתה, קסבל מצדד עם אטלנטיס","Now, Xebel sides with Atlantis,",True,"00:44:58,570","00:45:01,300","00:44:58,739","00:45:01,492"
"מעניק לאורם צי גדול מספיק כדי, .להכריח את שני הממלכות האחרות להצטרף אליו","giving Orm a fleet big enough to force, the other two kingdoms to join him.",True,"00:45:01,300","00:45:06,380","00:45:01,658","00:45:06,330"
"?כמה פעמים אני צריך לומר, .אני לא רוצה להיות מלך","How many times do I have to tell you?, I don't wanna be king.",True,"00:45:11,080","00:45:13,840","00:45:11,001","00:45:13,670"
.אתה לא מבין,You don't understand.,True,"00:45:13,850","00:45:15,310","00:45:14,088","00:45:15,422"
"ברגע שהוא יהפוך לשליט האוקיינוס, .כבר יהיה מאוחר מדי","Once he is named Ocean Master,, it'll be too late.",True,"00:45:16,060","00:45:18,750","00:45:16,048","00:45:18,592"
"הכוח שברשותו לא, .דומה לשום דבר שראית אי פעם","The power at his disposal will be, unlike anything you have ever seen.",True,"00:45:18,810","00:45:22,050","00:45:18,675","00:45:21,720"
",אני בן יבשה, .אף אחד לא יקשיב לי","I'm from the surface., No one is gonna take me seriously.",True,"00:45:22,050","00:45:24,720","00:45:22,346","00:45:24,765"
"בכך שתכבוש את ליבם ואת דעתם, .של האנשים","By winning, the hearts and minds of the people",True,"00:45:26,330","00:45:28,760","00:45:26,225","00:45:28,852"
".בכך שתוכיח להם שאתה ראוי, .ותשיב את זה","by proving to them that you're worthy,, and retrieving this.",True,"00:45:28,760","00:45:33,500","00:45:28,977","00:45:33,399"
.כבר יש לי אחד כזה,I already got one of those.,True,"00:45:40,210","00:45:41,810","00:45:40,280","00:45:41,782"
.אין לך אחד כזה,"Not like this one, you don't.",True,"00:45:43,040","00:45:45,310","00:45:43,075","00:45:45,285"
.זה הקלשון האבוד של אטלן,This is the Lost Trident of Atlan.,True,"00:45:45,310","00:45:47,980","00:45:45,411","00:45:47,371"
.אני מכיר את הסיפור,"Oh, I know the story.",True,"00:45:47,980","00:45:49,210","00:45:47,996","00:45:49,123"
"נוצר מהמתכת של פוסידון, .בשביל המלך אטלן","Crafted from Poseidon's steel, for King Atlan,",True,"00:45:57,880","00:46:01,800","00:45:57,923","00:46:01,427"
"על-פי האגדה, בקלשון היה, .מוטמע הכוח לשלוט בים","Legend says the trident was imbued, with the power to command the sea.",True,"00:46:05,530","00:46:09,770","00:46:05,931","00:46:09,726"
?אז מה קרה איתו,So what happened to it?,True,"00:46:11,140","00:46:12,440","00:46:11,186","00:46:12,187"
",בכדי לדעת זאת, ,נצטרך לחזור לזמן שלפני הנפילה הגדולה","To know that is to go back to the time, before the Great Fall,",True,"00:46:12,490","00:46:16,570","00:46:12,396","00:46:16,108"
"פיצחנו את הסוד, לאנרגיה בלתי מוגבלת","We had unlocked, the secret of unlimited energy",True,"00:46:32,810","00:46:35,520","00:46:32,666","00:46:35,043"
"בזמנים בהם רוב האנשים, .חשבו שהעולם שטוח","at a time when the rest of the world, still thought the earth was flat.",True,"00:46:35,550","00:46:38,830","00:46:35,210","00:46:38,547"
",אבל נעשינו שאפתנים מדי","But we became too ambitious,",True,"00:46:41,100","00:46:44,300","00:46:41,133","00:46:44,261"
.רעבים מדי לכוח,too hungry for power.,True,"00:46:44,300","00:46:46,970","00:46:44,386","00:46:46,513"
",הים בלע אותנו, .ואטלנטיס שקעה","The ocean swallowed us,, and Atlantis sank.",True,"00:47:03,600","00:47:06,690","00:47:03,489","00:47:06,617"
"אבל אותו כוח, ,שמוטט את התרבות שלנו","But the very power, that collapsed our civilization",True,"00:47:08,260","00:47:11,200","00:47:08,577","00:47:11,121"
.הוא זה שסלל את דרכינו לעתיד,also paved the way to our future.,True,"00:47:11,200","00:47:14,500","00:47:11,246","00:47:13,832"
".וכך, התפתחנו","And so, we evolved.",True,"00:47:18,750","00:47:20,380","00:47:18,212","00:47:20,464"
",והמלך, חי את שארית חייו בגולה","And the king lived out the remainder, of his days in self-imposed exile.",True,"00:47:26,460","00:47:31,720","00:47:25,928","00:47:31,016"
"לא הוא, ולא הקלשון, .נראו שוב אי-פעם","Neither he nor the trident, were ever seen again.",True,"00:47:31,880","00:47:36,090","00:47:31,892","00:47:35,562"
"מישהו מצוות הארכיאולוגים, .גילה את זה לפני כמה חודשים","One of our archeological teams, uncovered this a few months ago.",True,"00:47:36,430","00:47:40,360","00:47:36,104","00:47:39,983"
"זאת הקלטה ישנה, .שראשיתה מן השושלת הראשונה","It's an ancient recording, dating back to the First Dynasty.",True,"00:47:40,590","00:47:44,230","00:47:40,234","00:47:44,112"
"אני מאמין שזה מכיל בתוכו, ,את המסר האחרון של אטלן לעמו","I believe it contains, Atlan's final message to his people",True,"00:47:44,570","00:47:48,090","00:47:44,363","00:47:48,075"
"ואת מיקום הימצאו, .של הקלשון הקדוש","and the whereabouts, of the Sacred Trident.",True,"00:47:48,250","00:47:51,040","00:47:48,200","00:47:50,744"
?מה הוא אומר בהקלטה,"So, what does it say?",True,"00:47:51,180","00:47:52,470","00:47:51,036","00:47:52,454"
"הצילינדר נושא איתו, .סימנים של ממלכת העריקים","The cylinder bears the markings, of the Deserter Kingdom.",True,"00:47:55,240","00:47:59,010","00:47:55,541","00:47:58,585"
"קחו את זה לשם, .ותחלצו את המסר","You must take it there, and retrieve the message.",True,"00:47:59,320","00:48:01,810","00:47:59,253","00:48:01,797"
"הרמז למקום קבורתו, .של אטלן טמון כאן","The clue to Atlan's final resting place, is inside of this.",True,"00:48:01,920","00:48:05,950","00:48:02,005","00:48:05,717"
".ביטחון הגבול, אתם עצורים בשל כניסה בלתי חוקית","Border Defense., You are under arrest for illegal entry.",True,"00:48:23,230","00:48:26,200","00:48:23,277","00:48:26,071"
!לא,No!,True,"00:48:26,760","00:48:27,410","00:48:26,238","00:48:27,239"
.אסור שייראו אותך,You mustn't be seen here!,True,"00:48:29,110","00:48:30,940","00:48:29,116","00:48:30,784"
.גם אני לא,Neither do I.,True,"00:49:33,970","00:49:35,470","00:49:33,930","00:49:35,140"
",ברוך בואך לאטלנטיס",Welcome to Atlantis...,True,"00:50:40,440","00:50:42,110","00:50:40,497","00:50:42,082"
.אח,Brother.,True,"00:50:44,010","00:50:45,130","00:50:43,333","00:50:44,334"
.שמעתי כל-כך הרבה סיפורים עלייך,I've heard so many stories about you.,True,"00:50:53,200","00:50:55,600","00:50:53,093","00:50:55,637"
"אשר כל מה שרציתי, .היה לתקוע בליבו את קילשוני","whose heart, I wanted to run my trident through.",True,"00:51:12,110","00:51:15,260","00:51:12,112","00:51:14,823"
.אני חצוי בדעתי,I am conflicted.,True,"00:51:28,090","00:51:29,580","00:51:28,044","00:51:29,421"
.ונראה מי יקבל דקירה בלב,And we'll see who gets run through.,True,"00:51:34,560","00:51:36,490","00:51:34,634","00:51:36,303"
"כן, אני רואה שהבאת איתך, .את הנשק של אימנו","Yes, I see you've brought, our mother's weapon.",True,"00:51:38,960","00:51:42,800","00:51:39,014","00:51:42,642"
"האם זו הסיבה שבאת לכאן אחרי, ?כל הזמן הזה","Is that why you've come here, after all this time?",True,"00:51:43,870","00:51:46,970","00:51:43,894","00:51:47,481"
?כדי להרוג אותי,To kill me?,True,"00:51:47,570","00:51:49,170","00:51:47,647","00:51:48,940"
"באתי כדי למנוע, .ממטורף לשמיד את העולם","I came here to stop a maniac, from destroying the world.",True,"00:51:49,170","00:51:51,970","00:51:49,191","00:51:51,735"
"כיצד אתה מתכנן, למנוע את הזוועות","And how do you plan, to stop the atrocities",True,"00:51:54,170","00:51:55,960","00:51:54,070","00:51:55,739"
?שבני עמך ממשיכים לעשות,that the surface continues to commit?,True,"00:51:55,980","00:51:58,810","00:51:55,864","00:51:58,408"
.והרעילו את ילדינו,and poisoned our children.,True,"00:52:05,420","00:52:06,970","00:52:05,457","00:52:06,666"
"ועתה, השמיים בוערים, .והאוקיינוסים מקולקלים","And now, their skies burn, and our oceans boil.",True,"00:52:07,930","00:52:11,360","00:52:07,918","00:52:11,296"
.אין צדדים נגדיים במלחמה כזאת,There are no sides in a war like this.,True,"00:52:17,070","00:52:19,230","00:52:17,677","00:52:19,197"
"ללא ספק לקחת צד, .ובאת להתחרות איתי על הכס","You have clearly chosen a side, and come here to challenge the throne.",True,"00:52:19,480","00:52:22,110","00:52:19,429","00:52:22,116"
"!הוד מעלתך, .אורם בבקשה ממך -","- Your Majesty!, - Orm, please.",True,"00:52:35,790","00:52:37,280","00:52:35,904","00:52:37,531"
?אינכם מבינים,Don't you see?,True,"00:52:37,310","00:52:38,490","00:52:37,614","00:52:38,615"
"אז שבע הממלכות כולן, .יאלצו להודות כי אני המלך האמיתי היחיד","then all Seven Kingdoms will have to, concede that I am the one true king.",True,"00:52:43,460","00:52:48,800","00:52:43,745","00:52:48,708"
",הוד מעלתך, .להביס אותו לא ייחשב כניצחון","Your Majesty, there is no victory, in defeating the ignorant.",True,"00:52:48,940","00:52:52,430","00:52:48,875","00:52:52,170"
.אחיך בבירור ר�פ�ה שכל,Your brother is clearly an imbecile.,True,"00:52:52,840","00:52:54,520","00:52:52,629","00:52:54,130"
.הוא יקבל תדרוך,Then he's about to get an education.,True,"00:52:58,440","00:53:00,240","00:52:58,301","00:53:00,220"
?אתה מאתגר אותי באופן רשמי,Are you officially challenging me?,True,"00:53:01,780","00:53:03,750","00:53:01,888","00:53:03,682"
"!ועוד איך, ...וכשאני אנצח","Hell yes, I challenge you., And when I win...",True,"00:53:03,750","00:53:06,040","00:53:03,849","00:53:05,642"
",במידה ותנצח","If you win,",True,"00:53:06,040","00:53:07,480","00:53:05,851","00:53:07,561"
",אפסיק את כל הפעולות המיידיות, .המלחמה תסתיים","I will cease all immediate action., The war is over.",True,"00:53:07,920","00:53:11,190","00:53:07,769","00:53:11,147"
",ואם אני אנצח",But if I win...,True,"00:53:12,060","00:53:13,150","00:53:11,982","00:53:13,483"
.אתה מת,You're over.,True,"00:53:15,600","00:53:16,590","00:53:15,402","00:53:16,403"
.האתגר מקובל על שני הצדדים,"Challenge has been made, and I accept.",True,"00:53:20,530","00:53:23,560","00:53:20,574","00:53:23,493"
!'תכינו אותו ל'טבעת האש,Prepare him for the Ring of Fire.,True,"00:53:23,570","00:53:26,030","00:53:23,618","00:53:25,412"
"?רגע, טבעת המה",Wait. The ring of what?,True,"00:53:26,300","00:53:28,590","00:53:26,204","00:53:29,207"
"איך יכולת להיות כה טיפש, ?כדי לתת לאורם להזמין אותך לקרב","How could you be so foolish, to let Orm bait you into a fight?",True,"00:53:47,680","00:53:51,230","00:53:47,601","00:53:51,313"
"עושה רושם בשבילי, .שזה פתר את כל הבעיות שלנו","It seems to me, like I just solved all of our problems.",True,"00:53:51,480","00:53:53,930","00:53:51,438","00:53:53,940"
",אני מנצח אותו, המלחמה תסתיים, .אני הולך הביתה","I beat him in a battle, war's over,, I get to go home.",True,"00:53:53,930","00:53:56,640","00:53:54,065","00:53:56,359"
",אתה לוחם אימתני ביבשה","You're a formidable fighter on land,",True,"00:53:56,670","00:53:58,470","00:53:56,443","00:53:58,612"
"אבל כאן, .אתה מחוץ לאזור הנוחות שלך","but here, you're out of your element, literally.",True,"00:53:59,040","00:54:01,120","00:53:58,737","00:54:00,947"
".אתה לימדת אותי להילחם, קוברה קאי","You taught me how to fight, Cobra Kai.",True,"00:54:07,770","00:54:09,680","00:54:07,537","00:54:09,497"
.הבה נראה אם אתה זוכר משהו,Let's see if you remember anything.,True,"00:54:09,680","00:54:11,810","00:54:09,748","00:54:11,666"
?מה זה,What the hell is this?,True,"00:54:53,480","00:54:54,380","00:54:53,208","00:54:54,334"
"ברגע שתדע לשלוט על הקלשון, .אלמד אותך את המהלך הזה","I'll teach you this move, when you've mastered the trident.",True,"00:54:54,430","00:54:57,060","00:54:54,501","00:54:56,962"
.זה לא הוגן,It's not fair.,True,"00:55:07,560","00:55:08,650","00:55:07,180","00:55:08,306"
".זה הקלשון של אמך, .כלי מסורתי של מלוכה","That's your mother's trident., A traditional weapon of royalty.",True,"00:55:10,990","00:55:15,120","00:55:10,976","00:55:14,729"
",לא תהיה מלך, .עד שלא תדע לשלוט בו","You'll never be a king, until you've mastered it.",True,"00:55:15,150","00:55:17,470","00:55:14,854","00:55:17,148"
?למה היא לא באה,"Why has she never come to see me, huh?",True,"00:55:18,460","00:55:19,850","00:55:18,358","00:55:19,878"
"...אמרתי לך, כשתהיה מוכן","I told you, when you're ready...",True,"00:55:19,850","00:55:22,200","00:55:19,943","00:55:21,945"
",בכל פעם שאני מצליח במבחן, .אתה ממציא עוד אחד","And every time I pass a test,, you make up another one.",True,"00:55:26,300","00:55:29,200","00:55:26,241","00:55:28,952"
?מתי אני אהיה טוב מספיק,When am I gonna be good enough?,True,"00:55:29,240","00:55:30,360","00:55:29,035","00:55:30,328"
?היא לא אוהבת אותי,Does she not love me?,True,"00:55:35,360","00:55:36,510","00:55:35,208","00:55:36,501"
"אמך אהבה אותך יותר, .מכל דבר בעולם","Your mother loved you, more than anything in the world.",True,"00:55:37,280","00:55:40,000","00:55:37,293","00:55:39,587"
"אבל היא הייתה מוכרחה לשוב לאטלנטיס, .כדי לשמור על בטחונך","But she had to return to Atlantis, to keep you safe.",True,"00:55:40,590","00:55:44,200","00:55:40,588","00:55:44,259"
"נישואיה למלך אורווקס, .היו לפני המון זמן","Her marriage to King Orvax, was arranged a long time ago,",True,"00:55:44,410","00:55:47,570","00:55:44,384","00:55:47,470"
.הוא נהייה מוצף קנאה,he became overwhelmed with jealousy,True,"00:55:55,080","00:55:57,650","00:55:55,228","00:55:57,814"
"והקריב את חייה, .לבני התעלה","and sacrificed her, to the creatures of the Trench.",True,"00:55:58,460","00:56:02,320","00:55:57,939","00:56:02,277"
?אתה רוצה לומר שהוציאו אותה להורג,Are you saying they executed her?,True,"00:56:05,340","00:56:07,660","00:56:05,196","00:56:07,449"
?כי היא ילדה אותי,Because she had me?,True,"00:56:09,180","00:56:10,320","00:56:08,950","00:56:10,076"
.הבאתי לך משהו,I have something for you.,True,"00:56:31,450","00:56:33,120","00:56:31,431","00:56:33,558"
.זה היה של אימי,It belonged to my mother.,True,"00:56:34,360","00:56:36,190","00:56:34,309","00:56:36,436"
...אמור לי,Tell me...,True,"00:56:38,220","00:56:39,050","00:56:37,979","00:56:39,397"
"לדעתך היא הייתה שמחה לראות, ?את שני בניה רוצחים זה את זה","Do you think she would have enjoyed, watching her sons murder each other?",True,"00:56:40,960","00:56:44,730","00:56:41,316","00:56:44,444"
",אני מבין את חששותייך, .ואת הסתייגותך, מרה","I understand your fear, and your reluctance, Mera.",True,"00:56:46,300","00:56:50,320","00:56:46,154","00:56:50,408"
.אני מכירה אותך,I know you.,True,"00:56:55,530","00:56:56,780","00:56:55,246","00:56:56,539"
.אימי לימדה אותנו על בגידה,What my mother taught us was treason.,True,"00:57:05,520","00:57:08,220","00:57:05,757","00:57:08,134"
.אל תלכי בעקבותייה,Don't follow in her wake.,True,"00:57:09,150","00:57:10,890","00:57:09,094","00:57:11,137"
",קדימה, ?זאת הטבעת האש הותיקה, הא","All right! So, this is, the big, old ring of fire, huh?",True,"00:57:11,790","00:57:14,730","00:57:12,097","00:57:14,217"
"?איך זה עובד, ?אני מכסח אותך כאן","How's it work?, I just kick your ass right here?",True,"00:57:15,210","00:57:17,960","00:57:15,016","00:57:17,685"
.וולקו,Vulko.,True,"00:57:21,470","00:57:22,400","00:57:21,439","00:57:22,774"
.בואי. גברת מרה,"Let's go, Lady Mera.",True,"00:57:38,290","00:57:39,750","00:57:38,206","00:57:39,541"
"מפלצת ים עתיקה כה חזקה, .שאפילו אטלן עצמו פחד ממנה","an ancient sea monster so powerful, that even King Atlan himself feared it.",True,"00:57:49,660","00:57:54,570","00:57:49,926","00:57:54,681"
"אז הוא כלא אותה, .במעמקי האוקיינוס","So, he imprisoned it, in the depths of the ocean.",True,"00:57:54,970","00:57:58,590","00:57:54,806","00:57:58,768"
.אטלנטיס יושבת וממתינה,Atlantis has been lying in wait...,True,"00:58:03,680","00:58:06,090","00:58:03,690","00:58:06,568"
.וכעת חיית הפרא התעוררה,"And now, the beast has awakened.",True,"00:58:07,310","00:58:09,220","00:58:07,485","00:58:09,112"
",אתה יודע, הייתה תקופה, .שבה רציתי לפגוש אותך יותר מכל","There was a time when, I wanted to meet you more than anything.",True,"00:58:15,960","00:58:21,160","00:58:16,119","00:58:21,040"
",להכיר את אחי הקטן",Get to know my little brother.,True,"00:58:22,510","00:58:24,410","00:58:22,417","00:58:23,626"
".ליידע אותו שהוא לא לבדו, .שאנחנו באותו מצב","Let him know that he wasn't alone,, that we were in it together.",True,"00:58:24,650","00:58:28,410","00:58:24,669","00:58:28,923"
.ומאז שנאתי אותך על כך,And I've hated you for it ever since.,True,"00:58:41,500","00:58:43,920","00:58:41,477","00:58:43,730"
".אבל אני לא רוצה להרוג אותך, ארתור","But I do not want to kill you, Arthur.",True,"00:58:46,190","00:58:48,440","00:58:46,274","00:58:49,068"
.אתן לך הזדמנות אחרונה,I'm going to give you one chance.,True,"00:58:49,890","00:58:53,130","00:58:49,944","00:58:52,989"
.חזור הביתה,Go home.,True,"00:58:53,870","00:58:55,560","00:58:53,823","00:58:55,366"
.אל תחזור לאטלנטיס אי-פעם,Do not ever come back to Atlantis.,True,"00:58:56,160","00:58:59,070","00:58:56,284","00:58:58,912"
.אתה לא הולך לנצח בזה,You are not going to win this.,True,"00:59:00,600","00:59:03,540","00:59:00,580","00:59:02,999"
",מלחמה מגיע ליבשה, .אם תרצה או לא","A war is coming to the surface, whether you like it or not.",True,"00:59:03,900","00:59:06,830","00:59:03,750","00:59:07,378"
.אתה יודע שלא אתן לזה לקרות,You know I can't let that happen.,True,"00:59:12,220","00:59:13,770","00:59:12,217","00:59:14,177"
.אני יודע,I know.,True,"00:59:15,550","00:59:16,480","00:59:15,511","00:59:16,971"
?מה זה היה,What the hell is that?,True,"00:59:20,110","00:59:21,460","00:59:20,058","00:59:21,392"
.טבעת האש,The Ring of Fire.,True,"00:59:23,560","00:59:25,060","00:59:23,519","00:59:24,896"
!שיט,Shit.,True,"00:59:46,610","00:59:47,210","00:59:46,584","00:59:47,835"
",תושבי אטלנטיס, האזינו לי","People of Atlantis, hear me!",True,"00:59:49,200","00:59:51,750","00:59:49,212","00:59:51,089"
",הבה ניישב את דרישתו, .בדרך הישנה","Let us settle his claim, in the ancient way.",True,"00:59:57,500","01:00:00,590","00:59:57,512","01:00:00,556"
