Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
.קופים צריכים אוכל ומים,Apes need food and water.,True,"01:16:59,906","01:17:02,872","01:17:00,425","01:17:03,153"
"הם יקבלו אוכל ומים, .כשיסיימו את העבודה","They'll get food and water, when they finish their work.",True,"01:17:02,873","01:17:06,506","01:17:03,220","01:17:06,765"
",תן לקופים אוכל ומים","Give apes food and water,",True,"01:17:08,873","01:17:11,473","01:17:09,167","01:17:11,595"
"מה גורם לך לחשוב, ?שאתה יכול להציג דרישות","What makes you think you're in, a position to make demands?",True,"01:17:18,307","01:17:21,740","01:17:18,677","01:17:21,888"
".בסדר, בוא נזוז","Okay, let's go.",True,"01:17:27,574","01:17:28,639","01:17:27,811","01:17:28,979"
",ראיתי אנשים בחוץ, על החומה, .מתכוננים לקרב","I saw men outside on the wall,, preparing for battle.",True,"01:17:35,474","01:17:40,207","01:17:35,694","01:17:40,432"
?הם נגדך,They are against you?,True,"01:17:51,408","01:17:53,140","01:17:52,127","01:17:53,670"
.הם פוחדים ממני,They fear me.,True,"01:17:53,141","01:17:55,908","01:17:53,837","01:17:56,198"
.מצאנו גופות,We found bodies.,True,"01:18:00,941","01:18:02,541","01:18:01,219","01:18:02,921"
.אני חושב שאין לך רחמים,I think you have no mercy.,True,"01:18:19,109","01:18:21,942","01:18:19,237","01:18:22,557"
.באת לכאן להרוג אותי,You came here to kill me.,True,"01:18:40,543","01:18:41,876","01:18:40,842","01:18:42,477"
?עמדת לרחם עליי,Were you gonna show me mercy?,True,"01:18:43,743","01:18:46,108","01:18:43,929","01:18:46,139"
.רחמים,Mercy.,True,"01:19:09,944","01:19:11,144","01:19:10,205","01:19:11,331"
"יש לך מושג מה יעוללו לנו, ?הרחמים שלך","You have any idea what, your mercy would do to us?",True,"01:19:12,344","01:19:15,877","01:19:12,499","01:19:15,877"
.אתם הרבה יותר חזקים מאיתנו,You're much stronger than we are.,True,"01:19:19,844","01:19:22,077","01:19:20,048","01:19:22,226"
.אתם חכמים בטירוף,You're smart as hell.,True,"01:19:22,811","01:19:24,511","01:19:23,009","01:19:24,711"
",לא משנה מה תגיד, .בסופו של דבר תתפסו את מקומנו","No matter what you say,, you'd eventually replace us.",True,"01:19:25,044","01:19:27,943","01:19:25,178","01:19:28,056"
.זה חוק הטבע,That's the law of nature.,True,"01:19:27,944","01:19:30,077","01:19:28,223","01:19:30,225"
",ניסינו לקרוא תיגר על הטבע, .להתאים אותו לרצוננו","We tried to defy nature,, bend it to our will.",True,"01:19:33,144","01:19:36,043","01:19:33,595","01:19:36,331"
"הבן שלי היה חייל, .באחת היחידות האלו","My own son was a soldier, with one of the units.",True,"01:19:47,245","01:19:50,710","01:19:47,525","01:19:50,454"
",הוא הפך להיות פרימיטיבי, .כמו חיה","He became primitive,, like an animal.",True,"01:19:52,845","01:19:55,278","01:19:53,206","01:19:55,617"
.שהמלחמה הייתה יותר מדי עבורו,That the war was too much for him.,True,"01:20:00,212","01:20:02,079","01:20:00,464","01:20:02,432"
"ואז האיש שטיפל בו, .גם הפסיק לדבר","Then the man who cared for him, stopped speaking too.",True,"01:20:03,412","01:20:06,312","01:20:03,633","01:20:06,628"
",שהנגיף שכמעט חיסל אותנו","that the virus that almost wiped us out,",True,"01:20:12,479","01:20:15,411","01:20:12,767","01:20:15,470"
"הנגיף שכל אדם ששרד, ,עדיין נושא","the virus that every human, survivor still carries,",True,"01:20:15,412","01:20:19,079","01:20:15,937","01:20:19,316"
.השתנה פתאום,had suddenly changed.,True,"01:20:19,346","01:20:21,146","01:20:19,649","01:20:21,318"
.עבר מוטציה,Mutated.,True,"01:20:21,879","01:20:23,313","01:20:21,985","01:20:23,236"
",ואם הוא יתפשט","And that if it spread,",True,"01:20:24,846","01:20:26,713","01:20:24,988","01:20:27,057"
",הוא יחסל את האנושות, .הפעם לתמיד","it would destroy humanity, for good this time.",True,"01:20:27,213","01:20:30,113","01:20:27,324","01:20:30,368"
".הדיבור, החשיבה הגבוהה","Our speech, our higher thinking,",True,"01:20:37,646","01:20:40,212","01:20:37,834","01:20:40,278"
?מה אתה היית עושה,What would you have done?,True,"01:20:46,713","01:20:48,113","01:20:46,927","01:20:48,645"
.זה היה רגע של צלילות עבורי,It was a moment of clarity for me.,True,"01:20:51,580","01:20:54,114","01:20:51,806","01:20:54,226"
"הבנתי שאצטרך להקריב, את בני היחיד","I realized that I would have, to sacrifice my only son,",True,"01:20:54,547","01:20:58,979","01:20:54,935","01:20:58,914"
.כדי שהאנושות תינצל,so that humanity could be saved.,True,"01:20:58,980","01:21:01,814","01:20:59,481","01:21:01,984"
",אפילו במבטו הפרימיטיבי",Even in his primitive gaze.,True,"01:21:28,381","01:21:30,881","01:21:28,677","01:21:31,038"
...הרגשתי את,I felt his...,True,"01:21:35,582","01:21:37,182","01:21:35,892","01:21:37,475"
.אהבתו,love.,True,"01:21:38,248","01:21:39,582","01:21:38,400","01:21:39,453"
.לחצתי על ההדק,I pulled the trigger.,True,"01:21:46,082","01:21:47,515","01:21:46,361","01:21:47,905"
.זה טיהר אותי,It purified me.,True,"01:21:50,382","01:21:51,882","01:21:50,699","01:21:52,250"
.המטרה שלי התבררה,It made my purpose clear.,True,"01:21:53,749","01:21:55,649","01:21:53,994","01:21:56,171"
"נתתי הוראה להרוג, .את שאר הנגועים, את כולם","I gave the orders, to kill the other infected.",True,"01:21:57,782","01:22:01,682","01:21:58,164","01:22:00,959"
"לשרוף את חפציהם, .וכל דבר שעלול להפיץ את הזיהום","Burn their belongings and anything, that might spread contamination.",True,"01:22:02,182","01:22:06,516","01:22:02,377","01:22:06,632"
.כמובן שהם סרבו,"Of course, they refused.",True,"01:22:20,350","01:22:22,350","01:22:20,645","01:22:22,397"
.אז דאגתי שיהרגו גם אותם,So I had them killed too.,True,"01:22:25,183","01:22:26,716","01:22:25,483","01:22:27,152"
"אחד הפחדנים האלה, .נמלט אל הממונים עליי שבצפון","One of those cowards fled, to my superiors up North.",True,"01:22:35,083","01:22:39,249","01:22:35,327","01:22:39,414"
.מעברנו,from our past.,True,"01:22:48,884","01:22:50,551","01:22:49,390","01:22:50,575"
?הרגת גם אותם,You killed them too?,True,"01:22:51,751","01:22:54,051","01:22:51,801","01:22:54,171"
"?מה עשיתי, פריצ'ר","What did I do, Preacher?",True,"01:22:56,517","01:22:58,084","01:22:56,765","01:22:58,483"
".ערפת את ראשם, אדוני","You severed their heads, sir.",True,"01:22:59,618","01:23:01,018","01:22:59,851","01:23:01,319"
חוץ מהאחד אותו לא הרגתי,"Except for the one I spared,",True,"01:23:02,384","01:23:04,584","01:23:02,937","01:23:04,848"
"כדי שיוכל לחזור, .ולהעביר את המסר","so that he could return,, and deliver a message.",True,"01:23:05,051","01:23:07,850","01:23:05,315","01:23:07,984"
"אם הם רוצים, ,להביא מפקד אחר במקומי","If they wanted to relieve me, of my command,",True,"01:23:07,851","01:23:10,950","01:23:08,151","01:23:10,812"
.המקום הזה היה פעם מחסן נשק,This used to be a weapons depot.,True,"01:23:15,518","01:23:17,485","01:23:15,909","01:23:17,502"
.קרוב לוודאי שכולם,Probably all of them.,True,"01:23:31,452","01:23:32,719","01:23:31,633","01:23:33,049"
"הדבר היחיד שמפחיד אותם יותר ממני, .זה אתם, הקופים","The only thing they fear more, than me is you apes.",True,"01:23:34,752","01:23:38,085","01:23:35,069","01:23:37,990"
"כל ההיסטוריה האנושית, .הובילה לרגע הזה","All of human history, has led to this moment.",True,"01:23:50,652","01:23:54,253","01:23:50,777","01:23:54,431"
",אם נפסיד",If we lose...,True,"01:23:55,153","01:23:56,586","01:23:55,448","01:23:57,242"
.נהיה אחרונים מבני מיננו,we'll be the last of our kind.,True,"01:23:57,686","01:23:59,686","01:23:58,034","01:23:59,912"
זה יהיה כוכב של קופים,It will be a planet of apes.,True,"01:24:00,486","01:24:02,920","01:24:00,578","01:24:03,123"
.ואנחנו נהפוך לבקר שלכם,And we will become your cattle.,True,"01:24:04,420","01:24:06,220","01:24:04,749","01:24:06,351"
.תראה אותך,Look at you.,True,"01:24:08,553","01:24:09,586","01:24:08,837","01:24:10,197"
"?אתה חושב שאני חולה, נכון","You think I'm sick, don't you?",True,"01:24:10,953","01:24:13,120","01:24:11,214","01:24:13,433"
"אבל אם הגורל שלו היה לרשת, ,את הממלכה הלא קדושה שלך","But if his destiny was to, inherit your unholy kingdom.",True,"01:24:26,320","01:24:30,320","01:24:26,688","01:24:30,567"
"!אחורה, !היי, תעצור אותו","Get back!, Donkey, hold him!",True,"01:24:36,354","01:24:38,354","01:24:36,614","01:24:38,199"
!כל כך נסער,So emotional!,True,"01:24:46,854","01:24:48,754","01:24:47,167","01:24:48,777"
.אני רואה כמה אתה מתלבט,I can see how conflicted you are.,True,"01:24:55,955","01:24:58,421","01:24:56,217","01:24:58,303"
.התבלבלת במטרה שלך,You're confused in your purpose.,True,"01:24:59,421","01:25:02,355","01:24:59,679","01:25:02,616"
"אתה כועס עליי בגלל מעשה שעשיתי, ,שהיה פעולת מלחמה","You are angry at me for something, I did that was an act of war.",True,"01:25:02,921","01:25:07,388","01:25:03,183","01:25:07,762"
"אבל אתה מושפע מזה באופן אישי, .הרבה יותר מדי. -המפקד","But you're taking this all, much too personally.",True,"01:25:08,188","01:25:12,255","01:25:08,229","01:25:12,584"
מה אתה חושב,What do you think...,True,"01:25:14,589","01:25:16,222","01:25:14,944","01:25:16,246"
"שהחיילים שלי היו עושים לקופים שלך, ?אם היית הורג אותי","my men would have done to your, apes if you had killed me?",True,"01:25:16,922","01:25:21,155","01:25:17,238","01:25:21,501"
?או שלהרוג אותי יותר חשוב,Or is killing me more important?,True,"01:25:22,689","01:25:24,856","01:25:23,036","01:25:24,997"
.חברים. חברים,"Friends, friends!",True,"01:26:02,923","01:26:04,623","01:26:03,284","01:26:04,711"
!חברים. חברים,Friend! Friend!,True,"01:26:11,490","01:26:13,457","01:26:11,876","01:26:14,179"
.הצלת את חיינו,You saved our lives!,True,"01:27:06,359","01:27:08,659","01:27:06,973","01:27:09,150"
".אוי לא, חבר","Oh, no, friend!",True,"01:28:54,362","01:28:57,229","01:28:54,622","01:28:57,417"
!לא,No!,True,"01:29:01,262","01:29:02,196","01:29:01,212","01:29:02,212"
!לא,No!,True,"01:29:03,396","01:29:04,396","01:29:03,589","01:29:04,590"
!לא! בואי,"No, come!",True,"01:29:16,763","01:29:17,896","01:29:17,103","01:29:18,171"
.קובה,Koba!,True,"01:29:52,897","01:29:54,031","01:29:53,264","01:29:54,340"
.כל הקופים מתים כאן,Apes all die here.,True,"01:30:06,465","01:30:09,965","01:30:06,819","01:30:10,323"
.תצטרף אליי,Join me.,True,"01:30:17,698","01:30:19,598","01:30:17,997","01:30:19,833"
",אם הוא עדיין יחיה בבוקר",If he's still alive in the morning...,True,"01:30:36,449","01:30:38,282","01:30:36,641","01:30:38,618"
.או שתירה בו,or you shoot him.,True,"01:30:48,049","01:30:49,216","01:30:48,486","01:30:49,788"
.בואי. בואי. בואי,"Come! Come, come.",True,"01:30:50,083","01:30:53,116","01:30:50,655","01:30:53,241"
!היא נכנסה פנימה,She go in!,True,"01:30:56,749","01:30:58,250","01:30:57,036","01:30:58,371"
.בני האדם יהרגו אותה,Humans will kill her!,True,"01:34:37,657","01:34:39,790","01:34:38,257","01:34:40,043"
!אני יודע מה לעשות. קדימה,I know what to do! Go!,True,"01:34:41,290","01:34:43,623","01:34:41,802","01:34:43,196"
?יש עוד בחוץ,Are there others out there?,True,"01:36:17,126","01:36:18,726","01:36:17,398","01:36:19,091"
.תסרקו את האזור,Sweep the area.,True,"01:36:26,793","01:36:28,127","01:36:27,032","01:36:28,367"
.תכניסו אותו למכלאה,Put him in the pen.,True,"01:36:29,427","01:36:30,560","01:36:29,535","01:36:30,661"
!קופים יחד חזקים,Apes together strong!,True,"01:37:28,429","01:37:30,529","01:37:29,094","01:37:31,055"
.עדיין חי,Still alive.,True,"01:38:06,297","01:38:07,830","01:38:06,632","01:38:08,100"
.שלח אותו למחצבה לבד,"Send him to the quarry, alone.",True,"01:38:39,598","01:38:41,598","01:38:39,915","01:38:41,733"
.חכה רגע,Hold on.,True,"01:38:44,964","01:38:45,998","01:38:45,254","01:38:46,254"
?מה זה,What is this?,True,"01:39:05,065","01:39:06,565","01:39:05,524","01:39:06,859"
?איך זה הגיע לכאן,How did this get in there?,True,"01:39:10,799","01:39:12,199","01:39:11,113","01:39:12,698"
.שלח אותו לעבודה,Get him to work.,True,"01:39:15,699","01:39:16,932","01:39:16,035","01:39:17,202"
.37,Thirty-seven.,True,"01:39:30,433","01:39:32,133","01:39:31,050","01:39:32,676"
.55,Fifty-five.,True,"01:39:42,766","01:39:44,166","01:39:43,437","01:39:44,563"
.החומה הזאת היא טירוף,His war is madness.,True,"01:40:39,701","01:40:42,968","01:40:40,119","01:40:43,122"
היא לא תציל אותו,It won't save him...,True,"01:40:43,968","01:40:45,568","01:40:44,289","01:40:45,708"
.למעלה,I do.,True,"01:41:19,736","01:41:21,436","01:41:20,409","01:41:21,618"
?קופים חוזרים לכלוב,Apes going back to the cage?,True,"01:41:38,737","01:41:40,237","01:41:39,219","01:41:40,804"
!אמיצה,Brave!,True,"01:41:52,004","01:41:53,570","01:41:52,733","01:41:53,793"
?קוף,Ape?,True,"01:41:58,571","01:42:00,271","01:41:59,198","01:42:00,365"
...את,You are...,True,"01:42:12,771","01:42:14,471","01:42:13,378","01:42:14,713"
.נובה,Nova.,True,"01:42:26,772","01:42:28,472","01:42:27,142","01:42:28,977"
.נובה,Nova.,True,"01:42:30,805","01:42:32,072","01:42:31,230","01:42:32,397"
.בואו לראות,Come see!,True,"01:42:45,605","01:42:46,706","01:42:45,911","01:42:46,979"
.אני,I do.,True,"01:43:12,506","01:43:13,473","01:43:12,688","01:43:13,822"
?מה עכשיו,What now?,True,"01:43:16,406","01:43:17,540","01:43:16,641","01:43:17,776"
?מה,What?,True,"01:43:26,540","01:43:27,307","01:43:26,410","01:43:27,410"
!אוי לא,"Oh, no!",True,"01:43:33,540","01:43:35,807","01:43:33,792","01:43:35,794"
!אוי לא,"Oh, no!",True,"01:43:36,274","01:43:38,140","01:43:36,461","01:43:37,629"
.בסדר,Okay.,True,"01:43:46,474","01:43:47,541","01:43:46,763","01:43:47,856"
.זה הקוף שסיפרתי לכם עליו,This is the ape I told you about!,True,"01:44:53,376","01:44:55,843","01:44:54,039","01:44:56,625"
.קוף רע,Bad Ape.,True,"01:45:17,310","01:45:18,644","01:45:17,562","01:45:18,981"
?מה קרה,What's wrong?,True,"01:45:38,978","01:45:40,244","01:45:39,710","01:45:40,710"
"נצטרך להוציא את הילדים, .מעל האדמה","We'll have to get the, children out above ground!",True,"01:46:42,846","01:46:44,546","01:46:43,607","01:46:45,327"
?איך,How?,True,"01:46:45,746","01:46:47,147","01:46:46,318","01:46:47,344"
!חיות שכמוכם,You animals!,True,"01:47:23,814","01:47:25,248","01:47:24,106","01:47:25,440"
?מי עשה את זה,Who did that?,True,"01:47:45,615","01:47:46,615","01:47:45,877","01:47:46,962"
?מי עשה את זה,Who did that?,True,"01:47:47,882","01:47:49,015","01:47:48,130","01:47:49,464"
?מי זה היה,Who was it?,True,"01:47:53,815","01:47:54,815","01:47:54,052","01:47:55,287"
?אתה עשית את זה,Was it you?,True,"01:48:03,116","01:48:04,449","01:48:03,395","01:48:04,646"
".אני אוהב אותך, בני","I love you, son.",True,"01:49:57,186","01:49:58,619","01:49:57,525","01:49:58,943"
.קדימה. קדימה,"Go, go, go, go.",True,"01:51:09,422","01:51:10,488","01:51:08,747","01:51:10,582"
.מהר. אתה חייב ללכת,"Hurry, you must go.",True,"01:51:46,923","01:51:48,590","01:51:47,243","01:51:48,870"
?בלעדיך,Without you?,True,"01:51:49,190","01:51:50,856","01:51:49,954","01:51:51,190"
.לא,No.,True,"01:51:51,656","01:51:53,356","01:51:52,415","01:51:53,425"
.מוריס צדק,Maurice was right.,True,"01:51:53,956","01:51:55,456","01:51:54,209","01:51:55,819"
!אש,Fire!,True,"01:52:28,557","01:52:29,557","01:52:29,043","01:52:30,044"
!קולונל! קולונל,Colonel! Colonel!,True,"01:53:12,926","01:53:15,226","01:53:13,121","01:53:15,457"
"?איפה הוא, לעזאזל",Where the hell is he?,True,"01:53:17,592","01:53:18,959","01:53:17,876","01:53:19,294"
"?קולונל, אתה שם, !קולונל","Colonel, are you in there?, Colonel!",True,"01:59:03,403","01:59:05,937","01:59:03,805","01:59:06,307"
!תשברו את הדלת,Just break it down.,True,"01:59:06,670","01:59:07,970","01:59:06,974","01:59:08,518"
"!לעזאזל, חמור, !תביא לי את המטול","God damn it, donkey!, Get me the launcher!",True,"02:00:48,540","02:00:51,540","02:00:48,951","02:00:51,896"
.אל תדאג,Don't worry.,True,"02:09:11,373","02:09:12,940","02:09:11,745","02:09:13,114"
",מוריס",Maurice.,True,"02:09:17,707","02:09:18,907","02:09:18,001","02:09:19,320"
.עכשיו אתה בבית,You are all home now.,True,"02:09:22,840","02:09:27,774","02:09:23,257","02:09:27,761"
הקופים חזקים,Apes are strong.,True,"02:09:31,107","02:09:33,540","02:09:31,598","02:09:33,809"
איתי,Withe...,True,"02:09:37,641","02:09:38,607","02:09:37,855","02:09:38,848"
.או בלעדיי,or without me.,True,"02:09:40,074","02:09:42,074","02:09:40,357","02:09:42,192"
בן,Son...,True,"02:10:09,075","02:10:10,308","02:10:09,344","02:10:10,754"
יידע,will know...,True,"02:10:13,108","02:10:14,908","02:10:13,557","02:10:15,259"
מי,who...,True,"02:10:16,809","02:10:17,675","02:10:17,019","02:10:18,095"
היה,was...,True,"02:10:19,209","02:10:20,509","02:10:19,646","02:10:21,064"
",אבא",father.,True,"02:10:22,175","02:10:23,342","02:10:22,357","02:10:23,692"
ומה,And what...,True,"02:10:34,342","02:10:35,809","02:10:34,661","02:10:36,046"
סיזר,Caesar...,True,"02:10:38,176","02:10:39,509","02:10:38,415","02:10:39,917"
עשה,did...,True,"02:10:42,743","02:10:43,676","02:10:43,086","02:10:44,179"
.עבורנו,for us.,True,"02:10:45,609","02:10:47,176","02:10:45,839","02:10:47,341"
.סיזר,Caesar...,True,"02:11:52,712","02:11:53,912","02:11:53,115","02:11:54,284"
