Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
.סמובר,Samovar.,True,"00:38:26,900","00:38:28,030","00:38:26,639","00:38:27,848"
.סלזאר,Salazar.,True,"00:38:29,820","00:38:31,029","00:38:29,558","00:38:30,685"
"הוא משאיר איש אחד בכל ספינה, .שיספר את הסיפור","He leaves one man from, each vessel to tell the tale.",True,"00:38:32,700","00:38:36,199","00:38:32,520","00:38:35,856"
?אולי תרצה תה,Perhaps you'd like some tea?,True,"00:39:12,070","00:39:14,240","00:39:11,851","00:39:14,478"
".אוותר, תודה רבה",I shall pass. Thank ye kindly.,True,"00:39:17,740","00:39:19,790","00:39:17,565","00:39:19,775"
"מחיר המעבר בדלתי, .הוא דם, קפטן","The price of crossing my door, is blood, Captain.",True,"00:39:21,460","00:39:24,750","00:39:21,277","00:39:25,114"
"זה יסביר, .למה את לא עסוקה במיוחד","That explains why, you're not so busy.",True,"00:39:25,420","00:39:28,630","00:39:25,281","00:39:28,325"
.כולם משלמים בסופו של דבר,Everyone pays eventually.,True,"00:39:29,050","00:39:31,380","00:39:28,909","00:39:31,454"
".לא ממך, קפטן","Not you, Captain.",True,"00:39:49,610","00:39:51,740","00:39:49,388","00:39:51,682"
?ג'ק,Jack?,True,"00:39:55,030","00:39:56,200","00:39:54,852","00:39:56,103"
.עם בחורה ופנינה,with a girl and a Pearl.,True,"00:40:01,910","00:40:05,080","00:40:01,650","00:40:05,029"
".שאל את עצמך זאת, קפטן","Ask yourself this, Captain.",True,"00:40:38,080","00:40:40,410","00:40:37,853","00:40:40,731"
?אז איך אציל את מה ששלי,So how do I save what be mine?,True,"00:40:47,630","00:40:50,130","00:40:47,363","00:40:49,907"
"הפחד הגדול ביותר של שודד ים, ?הוא סלזאר, נכון","A pirate's greatest fear, be Salazar, is it?",True,"00:40:59,550","00:41:03,020","00:40:59,458","00:41:02,962"
?איך השגת את זה,How did you get this?,True,"00:41:06,900","00:41:08,190","00:41:06,632","00:41:07,842"
.יש לי דרכים משלי,I have my ways.,True,"00:41:08,400","00:41:10,149","00:41:08,008","00:41:09,718"
"תוביל אותם לג'ק, לפני שימצא את הקלשון","Lead them to Jack, before he finds the Trident...",True,"00:41:10,150","00:41:13,110","00:41:09,885","00:41:12,763"
!דוד ג'ק,Uncle Jack!,True,"00:41:39,720","00:41:41,009","00:41:39,456","00:41:40,624"
?ג'קי ילדי! מה נשמע,Jackie boy! How's it going?,True,"00:41:41,010","00:41:43,599","00:41:40,791","00:41:43,252"
.מביש,Shameful.,True,"00:41:49,810","00:41:50,860","00:41:49,425","00:41:50,259"
.ג'ק,Jack.,True,"00:41:51,310","00:41:52,570","00:41:51,552","00:41:52,636"
",עדיף להישאר על היבשה, .שם בטוח","Best to stay on dry land, where it's safe.",True,"00:41:56,360","00:41:59,450","00:41:56,015","00:41:59,185"
"עומדים להוציא אותי להורג, .על היבשה","I'm about to be executed, on dry land.",True,"00:42:00,030","00:42:02,490","00:41:59,768","00:42:02,188"
.מזמין בירה וסמרטוט,orders a beer and a mop.,True,"00:42:09,460","00:42:11,590","00:42:09,320","00:42:11,572"
.מצחיקה כמו תמיד,Funny as ever.,True,"00:42:14,300","00:42:15,460","00:42:13,949","00:42:14,867"
".קדימה, בוא נלך","Come on, let's go.",True,"00:42:15,710","00:42:17,010","00:42:15,451","00:42:17,369"
".קדימה, את ראשונה",Come on. You're up first.,True,"00:42:47,500","00:42:50,120","00:42:47,399","00:42:50,110"
"?כמה רע זה כבר יכול להיות, ?זה צרפתי, נכון","How bad could it be?, It's French, eh?",True,"00:43:06,560","00:43:08,850","00:43:06,377","00:43:08,921"
!אני מרטיב במיטה,I'm a bed-wetter.,True,"00:43:23,160","00:43:24,490","00:43:22,476","00:43:23,936"
.תביאו את הסל,Bring the basket.,True,"00:43:45,220","00:43:46,430","00:43:45,165","00:43:46,125"
?סל? למה,Basket? Why?,True,"00:43:47,310","00:43:48,720","00:43:47,293","00:43:48,711"
.תקשרו אותו,Strap him down!,True,"00:43:50,640","00:43:51,690","00:43:50,212","00:43:51,130"
".יש לי רעיון, .יש לי רעיון","Here's an idea., Here's an idea.",True,"00:43:59,570","00:44:01,859","00:43:59,430","00:44:01,974"
"אני מוכן למות, .כדי להיסקל עכשיו","I'd kill to be stoned, right now.",True,"00:44:04,700","00:44:06,449","00:44:04,435","00:44:06,270"
!שקט,Quiet!,True,"00:44:29,260","00:44:30,680","00:44:29,251","00:44:30,878"
"המילים האחרונות, .של קארינה סמית","The final words, of Carina Smyth.",True,"00:44:35,350","00:44:37,190","00:44:35,215","00:44:36,675"
",אדונים טובים, אני לא מכשפה","Good sirs, I'm not a witch...",True,"00:44:37,810","00:44:40,189","00:44:37,885","00:44:39,970"
"בקצרה, לרובכם, .יש מוח של עז","In short, most of you, have the mind of a goat.",True,"00:44:43,740","00:44:45,819","00:44:43,724","00:44:45,726"
".סליחה, אדוני","Pardon me, sir.",True,"00:44:45,820","00:44:47,110","00:44:45,893","00:44:47,102"
",מקבל פעם אחרונה משהו, ...לא יודע","to be granted a last,, I don't know, something...",True,"00:44:49,700","00:44:52,079","00:44:49,646","00:44:52,107"
.ועומדים לשבור לי את המפרקת,And my neck is to be broken.,True,"00:44:59,670","00:45:01,089","00:44:59,698","00:45:01,075"
"?מה, .כן-","- What?, - Oh, yes.",True,"00:45:05,340","00:45:06,760","00:45:05,371","00:45:07,039"
".קולות גרגור דוחים, ?אפשר לסיים-","- revolting gurgling sound., - May I finish?",True,"00:45:10,560","00:45:12,599","00:45:10,542","00:45:12,586"
",תהרגו את שודד הים המטונף, .אני אחכה","- Kill the filthy pirate. I'll wait., - But witches first.",True,"00:45:16,640","00:45:18,229","00:45:16,507","00:45:18,842"
".קודם המכשפה, ?אני לא מכשפה, לא הקשבת-","I'm not a witch., Were you not listening?",True,"00:45:18,230","00:45:20,979","00:45:18,967","00:45:21,011"
!מספיק! תהרגו את שניהם,Enough! Kill them both!,True,"00:45:23,490","00:45:24,900","00:45:23,472","00:45:24,765"
!אש,Fire!,True,"00:45:54,310","00:45:55,850","00:45:54,128","00:45:55,462"
!לטעון,Reload!,True,"00:46:28,630","00:46:29,970","00:46:28,620","00:46:29,705"
.תודה,Thank you.,True,"00:46:50,030","00:46:51,030","00:46:49,766","00:46:51,059"
.לא,"Oh, no.",True,"00:47:09,590","00:47:10,430","00:47:08,952","00:47:10,412"
"?מה אתה עושה, ...לא, לא, לא","What are you doing?, No, no, no!",True,"00:47:13,550","00:47:15,560","00:47:13,123","00:47:15,000"
.זהירות,Careful!,True,"00:47:15,850","00:47:16,970","00:47:15,459","00:47:16,376"
?סוסים,Horses?,True,"00:47:25,980","00:47:27,190","00:47:25,677","00:47:26,553"
!תפסתי אותך,Got you!,True,"00:47:49,550","00:47:50,510","00:47:49,284","00:47:50,244"
",נמצא את הקלשון ביחד, ?את מבטיחה לי","We find the Trident together., Do I have your word?",True,"00:48:13,490","00:48:15,489","00:48:13,642","00:48:15,269"
"אתה מחזיק הכל, .חוץ מאת מילתי","You're holding everything, but my word.",True,"00:48:15,490","00:48:17,619","00:48:15,435","00:48:17,145"
"אז אני מעניק לך, את הכבוד להציל אותי","Then I bestow upon you, the honor of saving me",True,"00:48:17,620","00:48:20,039","00:48:17,604","00:48:19,898"
.בעד לתרומה קטנה,for a small donation.,True,"00:48:20,040","00:48:21,499","00:48:19,982","00:48:21,191"
"אתה מצפה שאנחנו נשלם לך, ?כדי להציל אותך","You expect us to pay you, to save you?",True,"00:48:21,500","00:48:23,870","00:48:21,358","00:48:23,902"
.כן,Yes.,True,"00:48:25,330","00:48:26,290","00:48:25,279","00:48:26,280"
.עבור עשרה מטבעות בלבד,For a mere 10 pieces.,True,"00:48:28,000","00:48:29,460","00:48:27,990","00:48:29,199"
!טירוף,Madness!,True,"00:48:35,890","00:48:36,890","00:48:35,706","00:48:37,040"
.לא נשלם יותר חמישה,We won't pay more than five!,True,"00:48:37,430","00:48:39,050","00:48:37,207","00:48:38,834"
".בסדר, אז שמונה","Well, then... Eight it is.",True,"00:48:39,060","00:48:41,060","00:48:39,001","00:48:41,295"
"כרגע אני מתקשה, .להחזיק את צד שמאל שלך","as I'm having trouble, hoisting your port!",True,"00:48:42,890","00:48:44,599","00:48:42,838","00:48:44,298"
",אתה רחוק מצד שמאל, .אלו הירכתיים שלי","You are far from port., That is my stern.",True,"00:48:44,600","00:48:46,690","00:48:44,464","00:48:46,592"
".טוב, תראו את זה","Well, look at this.",True,"00:48:48,940","00:48:51,030","00:48:48,927","00:48:50,721"
",אם אהרוג את הפחדן, .המכשפה תיתלה","If I kill the coward,, the witch hangs.",True,"00:48:51,480","00:48:54,070","00:48:51,138","00:48:53,890"
.שניים במחיר אחד,Two for the price of one.,True,"00:48:54,400","00:48:55,989","00:48:54,266","00:48:55,642"
.בבקשה אל תעזוב אותי,Please don't let go of me.,True,"00:48:55,990","00:48:57,279","00:48:55,809","00:48:57,185"
"רבותיי, שני האסירים האלו, .יובילו אותנו אל הקלשון","Gentlemen, these two prisoners, will lead us to the Trident.",True,"00:49:04,580","00:49:08,960","00:49:04,401","00:49:08,822"
.קפטן,Captain.,True,"00:49:11,770","00:49:12,730","00:49:11,575","00:49:13,076"
"אתה באמת חושב, ?שנוכל למצוא את הקלשון","Do you really think, we can find the Trident?",True,"00:49:13,310","00:49:15,519","00:49:13,243","00:49:15,203"
!היכונו לטבוע,Prepare to drown!,True,"00:49:40,380","00:49:41,970","00:49:40,228","00:49:41,563"
",צוות היקר והאהוב, ...סוף סוף היום","Me dear beloved crew,, finally, today is...",True,"00:49:58,480","00:50:01,419","00:49:58,497","00:50:01,249"
.משהו השתבש,Something's gone wrong.,True,"00:50:13,170","00:50:14,460","00:50:12,886","00:50:14,054"
!ספינה מלפנים,Ship dead ahead!,True,"00:50:39,270","00:50:40,940","00:50:38,995","00:50:40,831"
",אדוני",Sir.,True,"00:50:48,820","00:50:49,650","00:50:48,422","00:50:49,297"
"תגידו לצוות, ,להתכונן לעלייה לסיפון","Tell the men to prepare, to be boarded...",True,"00:51:02,630","00:51:04,799","00:51:02,352","00:51:04,479"
"לשמור על העמדות, .ולא להראות פחד","to stand their ground, and show no fear.",True,"00:51:04,800","00:51:07,470","00:51:04,646","00:51:07,774"
תעמדו במקום,Hold point!,True,"00:52:10,240","00:52:11,830","00:52:10,086","00:52:11,755"
.וחכו לפקודות,And await orders.,True,"00:52:14,790","00:52:16,580","00:52:14,591","00:52:16,676"
.הוא ימות וגם אתה,"He will die, as will you.",True,"00:53:22,860","00:53:24,189","00:53:22,617","00:53:23,910"
"אני היחיד, .שיכול להוביל אותך אליו","I be the only one, that can lead you to him.",True,"00:53:24,190","00:53:26,570","00:53:24,077","00:53:26,162"
"בבקשה, אתה יכול לקחת, .את מה שנותר מהם","Well, hey, you can take, what's left of them.",True,"00:53:55,050","00:53:57,850","00:53:54,691","00:53:57,444"
.החיים עולים לסיפון,The living come aboard!,True,"00:53:58,100","00:54:00,239","00:53:57,777","00:54:00,071"
".טוב, רבותיי","Right, gentlemen.",True,"00:54:01,680","00:54:02,929","00:54:01,448","00:54:02,991"
",קראקנים לא מדברים, .כולם יודעים את זה","Krakens don't speak., Everyone knows that.",True,"00:54:17,990","00:54:19,439","00:54:17,881","00:54:19,299"
".כמובן, .לא הייתי צריכה להציל אותך","Of course., I never should have saved you.",True,"00:54:19,440","00:54:22,030","00:54:19,466","00:54:22,260"
"סמכת עליי להחזיק, ?את צד שמאל שלך, זוכרת","You trusted me, to hold your port, remember?",True,"00:54:28,450","00:54:30,289","00:54:28,266","00:54:30,018"
"אלו היו הירכתיים. ברור שאתה צריך, .לבלות יותר זמן בים","It was my stern. Clearly, you need to, spend more time at sea.",True,"00:54:30,290","00:54:33,040","00:54:30,185","00:54:32,896"
"תגידי לי מה מצאת, .ואני מבטיח לעזור לך","Tell me what you found, and I promise to help you.",True,"00:54:33,250","00:54:35,330","00:54:33,063","00:54:34,940"
".אני לא זקוקה לעזרה, ?אז למה באת אליי, קארינה-","Then why did you, come to me, Carina?",True,"00:54:35,340","00:54:37,920","00:54:36,107","00:54:38,234"
.הירח גילה רמז,The moon revealed a clue.,True,"00:54:44,680","00:54:46,180","00:54:44,449","00:54:46,368"
",כדי לשחרר את כוח הים, .על הכל להתפצל","To release the power, of the sea, all must divide.",True,"00:54:46,850","00:54:50,680","00:54:46,534","00:54:50,330"
?להתפצל? מה זה אומר,Divide? What does it mean?,True,"00:54:51,600","00:54:53,600","00:54:51,456","00:54:53,541"
.אני עדיין לא בטוחה,I'm not sure yet.,True,"00:54:55,150","00:54:56,520","00:54:54,876","00:54:56,544"
.אז נגלה,Then we'll find out.,True,"00:54:58,360","00:54:59,610","00:54:58,088","00:54:59,255"
.אין מפה במפה הזאת,There is no map in this map.,True,"00:55:01,570","00:55:03,030","00:55:01,341","00:55:02,926"
.תן לי את היומן שלי,Give me my diary.,True,"00:55:03,450","00:55:04,820","00:55:03,218","00:55:04,719"
"תני לי את המפה, .שאיש לא יכול לקרוא","Give me, The Map No Man Can Read.",True,"00:55:06,530","00:55:08,369","00:55:06,262","00:55:07,973"
",אילו יכולת לקרוא אותה","If you could read it,",True,"00:55:08,370","00:55:09,079","00:55:08,139","00:55:09,015"
"לא היו קוראים לה, .המפה שאיש לא יכול לקרוא","then it wouldn't be called, The Map No Man Can Read.",True,"00:55:09,080","00:55:10,659","00:55:09,099","00:55:10,517"
",אני מתחנן בפניך, בבקשה, .אל תריב איתה","I beg you, please,, don't argue with her.",True,"00:55:10,660","00:55:12,910","00:55:10,600","00:55:12,727"
"רוב האנשים בספינה הזאת, ,לא יכולים לקרוא","Most of the men on this ship, can't read.",True,"00:55:13,120","00:55:15,290","00:55:12,894","00:55:15,397"
"מה שהופך את כל המפות, .למפות שאיש לא יכול לקרוא","Which makes all maps, The Maps That No Man Can Read.",True,"00:55:15,880","00:55:19,879","00:55:15,563","00:55:19,526"
",אם אתה לא יכול לקרוא אותה, .אין לך צורך בה או בי","Well, if you can't read it,, then you have no use for it or me.",True,"00:55:19,880","00:55:22,670","00:55:19,693","00:55:22,779"
.אני אסטרונומית,I'm an astronomer.,True,"00:55:31,890","00:55:33,140","00:55:31,663","00:55:32,747"
"מה? לא, אסטרונומית, .משקיפה על השמיים","What? No. An astronomer, contemplates the sky.",True,"00:55:36,440","00:55:39,649","00:55:36,209","00:55:39,796"
תני לי את המפה,Give me the map...,True,"00:55:47,950","00:55:49,620","00:55:48,054","00:55:49,723"
...או שאהרוג,or I will kill...,True,"00:55:51,200","00:55:52,540","00:55:50,932","00:55:52,934"
".אותו, אהרוג אותו",him. I'll kill him.,True,"00:55:54,620","00:55:56,750","00:55:54,436","00:55:55,979"
.ואת מסמיקה,And you're blushing.,True,"00:56:03,170","00:56:04,630","00:56:02,902","00:56:04,571"
.תזרקו אותו,Throw him over.,True,"00:56:06,430","00:56:07,590","00:56:06,239","00:56:07,532"
.אנחנו קוראים לזה גרירה ימית,We call this keelhauling.,True,"00:56:12,180","00:56:14,230","00:56:12,078","00:56:13,872"
".לא, לא, אין לנו אוכל בסיפון, .מצטער","No, no, we don't have, any food aboard. Sorry.",True,"00:56:29,700","00:56:32,240","00:56:30,138","00:56:32,223"
!כריש מעבר לחרטום,Shark off the bow!,True,"00:56:44,050","00:56:45,470","00:56:44,527","00:56:45,236"
"לדעתי שחייה, .היא כבר לא הדאגה העיקרית שלו","I would say that swimming is, no longer his primary concern.",True,"00:56:46,510","00:56:50,179","00:56:46,404","00:56:50,116"
.המפה שם,The map is there!,True,"00:56:50,180","00:56:51,300","00:56:50,283","00:56:51,284"
?איפה,Where?,True,"00:56:52,100","00:56:53,009","00:56:51,826","00:56:52,660"
?בקצה האצבע שלך,On the tip of your finger?,True,"00:56:53,010","00:56:54,099","00:56:52,827","00:56:53,787"
".לא, בשמיים",No. In the heavens.,True,"00:56:54,100","00:56:56,310","00:56:53,953","00:56:56,331"
"היומן הזה יוביל אותי למפה, .שמוסתרת בכוכבים","That diary will lead me, to a map hidden in the stars.",True,"00:56:56,770","00:56:59,649","00:56:56,498","00:56:59,375"
".תעלה אותו, .אמצא אותה הלילה","Let him up., I'll find it tonight.",True,"00:56:59,650","00:57:02,070","00:56:59,542","00:57:02,170"
".מצטער, לא יכול להעלות אותו, .תתכבדי בעצמך","Sorry, can't bring him up., Look for yourself.",True,"00:57:02,570","00:57:05,070","00:57:02,337","00:57:05,256"
".כמו שאמרתי, מסמיקה",As I said... blushing.,True,"00:57:08,780","00:57:11,240","00:57:08,551","00:57:11,346"
.שודד ים מטונף,Filthy pirate.,True,"00:57:17,750","00:57:19,290","00:57:17,435","00:57:19,187"
.הים הפך לדם,The sea has turned to blood.,True,"00:57:23,590","00:57:25,590","00:57:23,441","00:57:25,235"
"מלח שנסחף אל החוף, .דיבר על הקלשון","A sailor washed ashore, talking about the Trident.",True,"00:57:25,760","00:57:28,799","00:57:25,568","00:57:28,655"
"אותו שודד ים, .שהציל מכשפה מתלייה","The same pirate who saved, a witch from the gallows.",True,"00:57:30,840","00:57:33,849","00:57:30,615","00:57:33,535"
.היא לא מכשפה,She's no witch.,True,"00:57:33,850","00:57:35,390","00:57:33,701","00:57:35,328"
".אתה מפחד, לוטננט","You're afraid, Lieutenant.",True,"00:57:40,230","00:57:42,310","00:57:39,999","00:57:41,960"
",בעוד ספינות נשרפות בלילה","As ships burn in the night,",True,"00:57:43,020","00:57:44,729","00:57:43,211","00:57:44,504"
"אתה רוצה לדעת, ,אם תוכל להציל את ספינותיך","you want to know, if you can save your own.",True,"00:57:44,730","00:57:46,990","00:57:44,587","00:57:46,965"
.אם הקלשון אמיתי,If the Trident is real.,True,"00:57:47,990","00:57:50,610","00:57:47,715","00:57:50,927"
"את תקריאי לי את מה, .שמופיע על הקיר או שתמותי","You're going to read that wall, for me or you will die.",True,"00:57:51,410","00:57:54,830","00:57:51,094","00:57:54,806"
"האימפריה הבריטית תחזיק בקלשון, .ותשלוט בים","The British Empire will have, the Trident and rule the sea.",True,"00:57:55,160","00:57:58,460","00:57:54,973","00:57:58,560"
!זאב ספגטי,Spaghetti wolf!,True,"00:58:33,700","00:58:35,030","00:58:33,344","00:58:35,471"
"המתים רודפים אחרינו, .ואתה לא עושה כלום","The dead are hunting us down, and you do nothing.",True,"00:58:37,990","00:58:40,000","00:58:37,974","00:58:40,101"
"אתה לא יכול להציל, .את מה שאי אפשר להציל, חבר","You can't save, the unsaveable, mate.",True,"00:58:47,960","00:58:50,550","00:58:47,817","00:58:50,486"
",אם תאהב את זה או לא, .אתה עומד לעזור לי","Like it or not, Jack,, you're going to help me.",True,"00:58:52,050","00:58:53,880","00:58:51,738","00:58:53,448"
",בפעם הבאה שתניף חרב, ילד, .תהיה האחרון למות","Next time you raise a sword,, boy, be the last to die.",True,"00:58:58,430","00:59:03,140","00:58:58,286","00:59:03,750"
"יורשה לי להציע, ?שתפתה אותה עם חנופה","Might I suggest you entice her, with a bit of flattery?",True,"00:59:19,830","00:59:23,750","00:59:19,599","00:59:23,394"
",אני כאן בשביל אבי, .שום דבר מעבר","I'm here for my father,, nothing more.",True,"00:59:25,040","00:59:26,750","00:59:24,812","00:59:26,689"
"תפעיל קצת שיקול דעת, .כשאתה מחזר אחר ברונטית","Now, a bit of discretion, when courting a brunette...",True,"00:59:31,340","00:59:34,340","00:59:31,110","00:59:34,197"
",לעולם אל תרדוף אחרי אחותה",never pursue her sister.,True,"00:59:34,720","00:59:36,719","00:59:34,364","00:59:36,199"
"אבל אם לא תוכל לעמוד, ,בקסמי אחותה","But if you cannot avoid, the charm of her sister...",True,"00:59:36,720","00:59:40,310","00:59:36,366","00:59:40,203"
".לא, לא הבנתי","No, I do not savvy.",True,"00:59:44,600","00:59:46,270","00:59:44,374","00:59:46,251"
?מי פגע בך,Who hurt you?,True,"00:59:48,230","00:59:49,480","00:59:47,919","00:59:49,545"
.לא אשלם לך על זה,I'm not paying you for that.,True,"00:59:54,780","00:59:56,409","00:59:54,592","00:59:55,635"
.בחיים אל תגיד את זה לאישה,Never say that to a woman.,True,"00:59:56,410","00:59:57,990","00:59:56,177","00:59:58,513"
?כמו המפה,Like the map?,True,"01:00:17,760","01:00:18,720","01:00:17,490","01:00:18,658"
.אני חייבת למצוא אותה,I have to find it.,True,"01:00:20,970","01:00:22,220","01:00:20,618","01:00:22,161"
"אז שנינו העברנו את החיים, .בחיפוש אחר אבינו","So we've both spent our lives, searching for our fathers.",True,"01:00:29,310","01:00:31,860","01:00:29,043","01:00:32,255"
"אולי את ואני, .דומים משאת חושבת","Perhaps you and I, are closer than you think.",True,"01:00:33,480","01:00:35,450","01:00:33,298","01:00:35,383"
",לא רוצה לחלוק על דעתך","Not to disagree,",True,"01:00:57,630","01:00:58,589","01:00:57,447","01:00:58,448"
"אבל לפי פרטי ההסכם, .הוא נגמר בזריחה","but the precision, of our accord ends at sunrise.",True,"01:00:58,590","01:01:01,549","01:00:58,531","01:01:01,284"
",זהו רק אור ראשון, ממש לא זריחת שמש מלאה","This be but first light,, far from a fully risin' sun.",True,"01:01:01,550","01:01:04,639","01:01:01,451","01:01:04,245"
"אני יודע מה ההרגשה, .שג'ק ספארו מערים עליך","I know what it's like to be, bested by Jack Sparrow.",True,"01:01:08,350","01:01:11,100","01:01:08,249","01:01:10,501"
.הוא אויב של שנינו,He's an enemy to us...,True,"01:01:11,110","01:01:12,690","01:01:10,668","01:01:12,003"
.אתה לא יודע מי אני,You don't know who I am.,True,"01:01:12,900","01:01:14,440","01:01:12,628","01:01:14,005"
"שמעתי סיפורים, ,על קפטן ספרדי רב עוצמה","I've heard stories, of a mighty Spanish captain,",True,"01:01:15,900","01:01:18,779","01:01:15,548","01:01:18,551"
",קוטל הים",El Matador Del Mar.,True,"01:01:18,780","01:01:20,779","01:01:18,634","01:01:20,386"
".לא, לא, לא, לא אנשים, .לא, לא, לא","No, no, no. Men, no., No, no, no.",True,"01:01:24,620","01:01:27,250","01:01:24,932","01:01:27,393"
.שודדי ים,Pirates.,True,"01:01:31,830","01:01:33,130","01:01:31,689","01:01:33,775"
"שודדי הים זיהמו את הימים, ,במשך דורות","Pirates had infected the seas, for generations.",True,"01:01:38,590","01:01:41,929","01:01:38,529","01:01:41,616"
"נטלו את חיי אבי, .ואת אביו לפניו","Taking the life of my father, and his father before.",True,"01:01:41,930","01:01:45,510","01:01:41,783","01:01:45,244"
"אז נשבעתי לסיים את המגפה הזאת, ,אחת ולתמיד","So I vowed to end this plague, once and for all.",True,"01:01:45,520","01:01:48,930","01:01:45,411","01:01:48,956"
",וזה מה שעשיתי, .השמדתי עשרות ספינות","And that is what I did., I destroyed dozens of ships.",True,"01:01:48,940","01:01:52,480","01:01:49,123","01:01:51,959"
"האחרונים התאחדו, ,כדי לנסות להביס אותי","The last ones joined together, to try and defeat me!",True,"01:01:58,360","01:02:02,320","01:01:58,174","01:02:02,512"
"אבל הם הבינו במהרה, .שאין להם סיכוי","But they soon realised, it was hopeless.",True,"01:02:02,870","01:02:05,580","01:02:02,678","01:02:05,598"
"!תחזיקו מעמד, בחורים","Hang on, boys!",True,"01:02:26,930","01:02:29,480","01:02:26,828","01:02:29,122"
.הים היה טהור סוף סוף,The sea was finally pure.,True,"01:02:38,150","01:02:41,650","01:02:37,922","01:02:42,051"
"דגליהם העלובים, .לא יכתימו עוד את הים","Their wretched flags, would no longer stain the sea.",True,"01:02:42,410","01:02:46,030","01:02:42,343","01:02:45,346"
.הם מתחננים לרחמים,They are begging for mercy.,True,"01:02:54,500","01:02:56,290","01:02:54,272","01:02:56,482"
?רחמים? רחמים,Mercy? Mercy?,True,"01:02:57,380","01:03:00,050","01:02:57,150","01:03:00,528"
.אין רחמים,There's no mercy.,True,"01:03:01,590","01:03:02,880","01:03:01,404","01:03:02,905"
!היכונו,Make ready!,True,"01:03:09,060","01:03:10,480","01:03:08,870","01:03:10,663"
"!בבקשה, תעזרו לנו","Please, help us!",True,"01:03:10,730","01:03:12,180","01:03:10,830","01:03:12,081"
.להתראות,Adiós!,True,"01:03:16,650","01:03:17,860","01:03:16,586","01:03:17,712"
!אש,Fire!,True,"01:03:18,110","01:03:19,230","01:03:18,171","01:03:18,963"
".זה תלוי בך עכשיו, ג'ק","It's up to you now, Jack.",True,"01:03:28,200","01:03:30,290","01:03:28,097","01:03:30,641"
"המצפן הזה מצביע אל הדבר, .שאתה חושק בו יותר מכל","This compass points towards, what you want most.",True,"01:03:32,540","01:03:36,790","01:03:32,310","01:03:36,606"
.אל תבגוד בו לעולם,Never betray it.,True,"01:03:38,960","01:03:41,630","01:03:38,691","01:03:41,861"
.שמעתי את זה,it's when I heard it.,True,"01:04:27,390","01:04:29,260","01:04:26,948","01:04:28,908"
"היכנע לי עכשיו, .ואתן לך לחיות, פשוט","You surrender to me now, and I'll let you live. Simple.",True,"01:04:48,820","01:04:51,320","01:04:48,761","01:04:51,138"
.ג'ק הדרור,Jack the Sparrow.,True,"01:05:02,880","01:05:04,340","01:05:02,567","01:05:04,277"
"טוב, היכנע לי עכשיו, !ואתן לך לחיות","Right then. You surrender, to me now and I let you live.",True,"01:05:04,590","01:05:08,380","01:05:04,443","01:05:08,030"
!אתן לך לחיות,I shall let you live.,True,"01:05:09,680","01:05:11,890","01:05:09,532","01:05:11,534"
",הנער הזה, הנער הזה לעג לכוחי, ,אז רדפתי אחריו","This boy was mocking my power,, so I chased him...",True,"01:05:18,270","01:05:23,270","01:05:18,124","01:05:22,920"
!תעקבו אחריו לשם,Follow him in.,True,"01:05:36,500","01:05:37,389","01:05:36,225","01:05:37,268"
"!עד המוות, !תתפסו חבל","To the gallows., Grab some lines.",True,"01:05:38,830","01:05:41,710","01:05:38,853","01:05:41,856"
".תתכוננו לבריחה, לצד ימין",Prepare the bootleg. Portside.,True,"01:05:44,130","01:05:46,460","01:05:43,858","01:05:46,068"
!תטילו עכשיו,Throw it now.,True,"01:05:48,880","01:05:50,090","01:05:48,654","01:05:49,905"
.סיבוב בריחה,Bootleg turn.,True,"01:06:11,910","01:06:13,280","01:06:11,761","01:06:13,220"
?מה כל זה,What's all this?,True,"01:07:23,310","01:07:24,730","01:07:23,082","01:07:24,959"
".מתנת הוקרה, אדוני","Tribute, sir.",True,"01:07:27,980","01:07:30,440","01:07:27,795","01:07:30,423"
הוא לקח ממני הכל,He took everything from me...,True,"01:08:00,220","01:08:02,020","01:07:59,910","01:08:02,413"
ומילא אותי בזעם,and filled me with rage.,True,"01:08:02,810","01:08:06,060","01:08:02,580","01:08:05,833"
.וכאב,And pain.,True,"01:08:08,610","01:08:09,980","01:08:08,461","01:08:10,129"
"!עוד לא, קפטן. שם","Not yet, Capitán. There!",True,"01:08:16,950","01:08:18,780","01:08:16,677","01:08:19,346"
.נמצא כמובטח,Found as promised.,True,"01:08:19,700","01:08:21,620","01:08:19,555","01:08:21,557"
?אז נירה בה,So we should shoot her?,True,"01:08:49,400","01:08:50,729","01:08:49,168","01:08:50,544"
".תניחו לה, .היא תיקח אותנו לקלשון","Leave her be. She will, take us to the Trident.",True,"01:08:50,730","01:08:52,859","01:08:50,711","01:08:52,838"
"איך נוכל למקום, ?שלא מצוינת בו יבשה באף מפה","How can we go to a spot where, no land exists on any map?",True,"01:09:00,530","01:09:04,540","01:09:00,304","01:09:04,475"
"הכרונומטר מורה, .על השעה המדויקת בלונדון","This chronometer keeps, the exact time in London.",True,"01:09:05,870","01:09:08,710","01:09:05,643","01:09:08,354"
"רק אז נמצא, .את מקומנו המדויק בים","Only then will we find, our exact spot at sea.",True,"01:09:12,710","01:09:15,339","01:09:12,483","01:09:15,027"
