Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
"תבוסתו בנקרת הלם, , הראתה לאויב דבר אחד","His defeat at Helm's Deep, showed our enemy one thing.",True,"00:33:27,644","00:33:30,938","00:33:27,631","00:33:31,384"
"הוא יודע שנצר אלנדיל, .קם ועולה","He knows the heir of Elendil, has come forth.",True,"00:33:31,189","00:33:33,899","00:33:31,551","00:33:33,887"
".האומץ לא חלף מן העולם, .אולי יש די כוח ללחום נגד סאורון","There is courage still, strength, enough perhaps to challenge him.",True,"00:33:36,403","00:33:40,198","00:33:36,348","00:33:40,143"
.סאורון חושש מזה,Sauron fears this.,True,"00:33:40,324","00:33:41,950","00:33:40,352","00:33:42,229"
"הוא לא יסתכן בזה שעמי, .הארץ התיכונה יתאחדו נגדו","He will not risk the peoples of, Middle-earth uniting under one banner.",True,"00:33:42,576","00:33:46,371","00:33:42,395","00:33:46,733"
"הוא ימחק את מינאס טירית, ...מעל פני האדמה","He will raze Minas Tirith, to the ground...",True,"00:33:47,915","00:33:50,291","00:33:47,901","00:33:50,320"
"מחשש שיראה, .מלך שב לכס השלטון","before he sees a king, return to the throne of Men.",True,"00:33:50,417","00:33:53,753","00:33:50,487","00:33:53,990"
",אם משואות גונדור יודלקו, .רוהאן חייבת להיות מוכנה למלחמה","If the beacons of Gondor are lit,, Rohan must be ready for war.",True,"00:33:53,963","00:33:58,174","00:33:54,157","00:33:58,078"
"מדוע עלינו לצאת לעזרת אלה, ?שלא באו לעזרתנו","why should we ride to the aid, of those who did not come to ours?",True,"00:34:01,512","00:34:05,349","00:34:01,373","00:34:05,168"
?מה אנחנו חייבים לגונדור,What do we owe Gondor?,True,"00:34:09,104","00:34:11,021","00:34:09,047","00:34:10,882"
"אתה חייב לבוא למינאס טירית, .בדרך אחרת","You must come to Minas Tirith, by another road.",True,"00:34:21,157","00:34:23,576","00:34:20,809","00:34:23,353"
".לך עם הנהר, .תן דעתך על הספינות השחורות","Follow the river., Look to the black ships.",True,"00:34:23,952","00:34:27,788","00:34:23,895","00:34:28,358"
", עליכם להבין","Understand this, ",True,"00:34:29,499","00:34:30,749","00:34:29,317","00:34:31,278"
"הדברים מתרחשים, .ואין דרך חזרה","Things are now in motion, that cannot be undone.",True,"00:34:31,418","00:34:34,504","00:34:31,444","00:34:35,115"
אני יוצא לדרך למינאס טירית,I ride for Minas Tirith...,True,"00:34:36,757","00:34:39,050","00:34:36,616","00:34:38,702"
.ולא לבד,and I won't be going alone.,True,"00:34:41,178","00:34:43,096","00:34:40,954","00:34:43,623"
",מבין כל ההוביטים החטטנים, .אתה, פרגרין טוק, הגרוע מכולם","Of all the inquisitive Hobbits,, Peregrin Took, you are the worst.",True,"00:34:45,641","00:34:49,477","00:34:45,375","00:34:49,045"
!מהר! מהר,Hurry! Hurry!,True,"00:34:50,062","00:34:51,605","00:34:50,046","00:34:51,715"
?למה אתה תמיד חייב לחטט,Why do you always have to look?,True,"00:34:56,152","00:34:58,612","00:34:56,219","00:34:58,972"
"לא יודע. אני לא יכול לעמוד, .בפיתוי. -אתה אף-פעם לא יכול","- I don't know. I can't help it., - You never can.",True,"00:34:59,196","00:35:02,241","00:34:59,139","00:35:02,225"
"?אני מצטער, טוב","I'm sorry, all right?",True,"00:35:02,784","00:35:04,327","00:35:02,684","00:35:04,102"
".לא אעשה זאת שוב, ?אתה לא מבין-","- I won't do it again., - Don't you understand?",True,"00:35:06,121","00:35:09,081","00:35:06,187","00:35:09,107"
.האויב חושב שאתה מחזיק בטבעת,The enemy thinks you have the Ring.,True,"00:35:09,958","00:35:12,084","00:35:09,858","00:35:11,818"
".הוא יחפש אותך, פיפ, .הם חייבים להוציא אותך מכאן","He's going to be looking for you, Pip., They have to get you out of here.",True,"00:35:12,336","00:35:15,713","00:35:11,985","00:35:15,739"
?באיזה מרחק נמצאת מינאס טירית,How far is Minas Tirith?,True,"00:35:30,688","00:35:32,105","00:35:30,420","00:35:31,796"
".אני יודע שלא נשאר לך עוד, .אתה מעשן יותר מדי, פיפ","I know you've run out., You smoke too much, Pippin.",True,"00:35:45,745","00:35:49,456","00:35:45,435","00:35:49,439"
.אבל בקרוב נתראה,But... But we'll see each other soon.,True,"00:35:50,375","00:35:52,250","00:35:49,606","00:35:52,108"
.הוא תמיד בא אחריי,He's always followed me...,True,"00:36:29,708","00:36:31,208","00:36:29,646","00:36:31,147"
.לכל מקום אשר הלכתי,everywhere I went...,True,"00:36:31,876","00:36:33,252","00:36:31,815","00:36:33,858"
.עוד מילדותנו,Since before we were tweens.,True,"00:36:34,129","00:36:35,879","00:36:34,192","00:36:35,985"
.עכשיו הוא איננו,Now he's gone.,True,"00:36:45,765","00:36:47,182","00:36:45,787","00:36:47,664"
.בדיוק כמו פרודו וסאם,Just like Frodo and Sam.,True,"00:36:49,227","00:36:52,062","00:36:49,332","00:36:52,252"
.למדתי דבר אחד על הוביטים,"One thing I have learned about Hobbits, ",True,"00:36:52,897","00:36:55,065","00:36:52,877","00:36:55,630"
.הם עם עמיד,They're a most hardy folk.,True,"00:36:55,859","00:36:57,777","00:36:55,797","00:36:57,465"
.קח אותה בדרך הבטוחה ביותר,Take her by the safest road.,True,"00:37:16,380","00:37:18,590","00:37:16,192","00:37:18,486"
.המסע האחרון של ארוון אונדומיאל,The last journey of Arwen Undómiel.,True,"00:37:25,181","00:37:28,851","00:37:25,368","00:37:28,747"
...לא נותר לך פה דבר,There is nothing for you here...,True,"00:38:34,586","00:38:36,754","00:38:34,354","00:38:37,440"
.מלבד המוות,only death.,True,"00:38:38,298","00:38:39,715","00:38:37,941","00:38:40,151"
.אסור לנו להתמהמה,we cannot delay.,True,"00:38:49,643","00:38:50,935","00:38:49,661","00:38:51,579"
!גברתי,My lady!,True,"00:38:54,315","00:38:55,858","00:38:54,040","00:38:55,291"
".אמור לי מה ראית, .ארוון-","- Tell me what you have seen., - Arwen.",True,"00:39:14,794","00:39:17,546","00:39:14,686","00:39:17,313"
",הסתכלתי לתוך עתידך, .וראיתי מוות","I looked into your future,, and I saw death.",True,"00:39:22,261","00:39:25,346","00:39:22,026","00:39:25,363"
.אבל יש גם חיים,But there is also life.,True,"00:39:26,265","00:39:28,266","00:39:25,905","00:39:28,032"
".ראית גם ילד, .ראית את בני","You saw there was a child., You saw my son.",True,"00:39:30,227","00:39:33,771","00:39:29,951","00:39:33,997"
.העתיד הזה קלוש,That future is almost gone.,True,"00:39:34,690","00:39:37,358","00:39:34,622","00:39:37,166"
.אבל לא אבוד לחלוטין,But it is not lost.,True,"00:39:37,610","00:39:39,694","00:39:37,333","00:39:39,335"
.דבר אינו בטוח,Nothing is certain.,True,"00:39:42,197","00:39:43,740","00:39:41,921","00:39:44,132"
.ישנם דברים בטוחים,Some things are certain.,True,"00:39:46,076","00:39:48,620","00:39:45,842","00:39:48,553"
...אם אעזוב אותו עכשיו,If I leave him now...,True,"00:39:52,500","00:39:54,418","00:39:52,348","00:39:55,184"
.אצטער על כך לנצח,I will regret it forever.,True,"00:39:55,545","00:39:58,005","00:39:55,351","00:39:57,979"
.הגיעה השעה,It is time.,True,"00:39:59,466","00:40:01,133","00:39:59,063","00:40:01,399"
...מהאפר אש תתעורר,From the ashes a fire shall be woken.,True,"00:40:06,890","00:40:09,850","00:40:06,654","00:40:10,450"
.אור יבקע מאפלה,A light from the shadow shall spring.,True,"00:40:10,810","00:40:13,520","00:40:10,617","00:40:14,037"
.תחושל החרב שנותצה,Renewed shall be blade that was broken,True,"00:40:14,564","00:40:17,483","00:40:14,203","00:40:17,498"
.המנושל מכתר יהיה למלך,The crownless again shall be king.,True,"00:40:24,992","00:40:27,994","00:40:24,881","00:40:28,092"
.חשל את החרב מחדש,Re-forge the sword.,True,"00:40:31,874","00:40:33,458","00:40:31,846","00:40:33,890"
.חיי הנצח עוזבים אותך,The life of the Eldar is leaving you.,True,"00:41:14,960","00:41:17,504","00:41:14,847","00:41:17,976"
.זו הייתה בחירתי,This was my choice.,True,"00:41:21,592","00:41:23,552","00:41:21,396","00:41:23,314"
"אין כל ספינה שתוכל, .לשאת אותי מכאן","there is no ship now, that can bear me hence.",True,"00:41:28,850","00:41:33,395","00:41:28,778","00:41:33,074"
.מינאס טירית,Minas Tirith.,True,"00:42:34,834","00:42:36,752","00:42:34,761","00:42:37,013"
.עיר המלכים,City of kings.,True,"00:42:37,670","00:42:39,588","00:42:37,597","00:42:39,932"
!פנו דרך,Make way!,True,"00:43:11,413","00:43:12,413","00:43:11,297","00:43:13,091"
".הוא רק סוכן, .הוא הופקד כשומר כס המלכות","He is a steward only,, a caretaker of the throne.",True,"00:43:53,541","00:43:56,626","00:43:53,381","00:43:56,050"
"לספר לו על מות בנו האהוב, .יהיה מאוד לא חכם","To give him news of his beloved son's, death would be most unwise.",True,"00:44:01,090","00:44:04,593","00:44:00,888","00:44:04,684"
",איש בשורות אני לך בשעה אפלה זו, .ועצה בפי","I come with tidings in this dark hour,, and with counsel.",True,"00:45:00,276","00:45:04,905","00:45:00,114","00:45:04,827"
.אולי באת להסביר את זה,Perhaps you come to explain this.,True,"00:45:05,823","00:45:08,743","00:45:05,786","00:45:09,165"
"אולי באת לומר לי, .מדוע בני מת","Perhaps you come to tell me, why my son is dead.",True,"00:45:14,959","00:45:18,920","00:45:14,795","00:45:19,342"
...בורומיר מת כדי להציל אותנו,Boromir died to save us...,True,"00:45:34,019","00:45:36,145","00:45:33,814","00:45:36,817"
.את בן דודי ואותי,my kinsman and me.,True,"00:45:37,189","00:45:38,941","00:45:36,984","00:45:38,653"
"הוא נפל בהצילו אותנו, .מפני אויבים רבים. -פיפין","- He fell defending us from many foes., - Pippin.",True,"00:45:39,025","00:45:41,735","00:45:38,819","00:45:42,323"
",אני מציע לך את שירותיי, כפי שהם","I offer you my service, such as it is...",True,"00:45:47,993","00:45:50,661","00:45:47,828","00:45:51,290"
.כדי לפרוע את החוב הזה,in payment of this debt.,True,"00:45:52,122","00:45:53,747","00:45:51,832","00:45:53,834"
.זו פקודתי הראשונה,This is my first command to you.,True,"00:45:56,167","00:45:58,919","00:45:56,003","00:45:59,340"
?אדם חזק כפי שהיה,SO mighty a man as he was”?,True,"00:46:04,175","00:46:06,468","00:46:03,844","00:46:06,180"
"חץ אחד עשוי להרוג, את האדם החזק ביותר","The mightiest man, may be slain by one arrow...",True,"00:46:07,138","00:46:10,140","00:46:06,847","00:46:10,184"
.ואת גופו של בורומיר פילחו רבים,and Boromir was pierced by many.,True,"00:46:10,516","00:46:13,143","00:46:10,434","00:46:12,353"
.קום,Get up.,True,"00:46:16,605","00:46:18,023","00:46:16,482","00:46:18,192"
"אדוני, בוא יבוא הזמן, ...להתאבל על בורומיר","My lord, there will be a time, to grieve for Boromir...",True,"00:46:18,607","00:46:22,902","00:46:18,359","00:46:22,989"
.אבל לא זה הזמן,but it is not now.,True,"00:46:23,487","00:46:25,196","00:46:23,447","00:46:25,199"
.המלחמה מתקרבת,War is coming.,True,"00:46:26,073","00:46:27,824","00:46:25,908","00:46:28,119"
".שלח מסר לתיאודן מרוהאן, .הדלק את המשואות","Send word to Théoden of Rohan., Light the beacons.",True,"00:46:42,674","00:46:47,011","00:46:42,425","00:46:46,929"
",אך חרף כל פיקחותך, .לא ניחנת בחכמה","Yet for all your subtleties,, you have not wisdom.",True,"00:46:52,351","00:46:55,644","00:46:52,226","00:46:55,271"
.ראיתי הרבה יותר מכפי שאתה יודע,I have seen more than you know.,True,"00:47:01,818","00:47:04,946","00:47:01,736","00:47:04,822"
"בידך השמאלית תשתמש בי, .כמגן נגד מורדור","With your left hand you would use me, as a shield against Mordor.",True,"00:47:05,281","00:47:08,408","00:47:04,989","00:47:08,200"
"ואני אומר לך עכשיו, לא ארכין ראש, בפני שומר היערות הזה מהצפון","And I tell you now, I will not bow, to this Ranger from the North...",True,"00:47:21,839","00:47:26,301","00:47:21,422","00:47:26,260"
"האחרון לצאצאי שושלת אומללה, .מנושלת משלטון זה דורות רבים","last of a ragged house, long bereft of lordship.",True,"00:47:26,594","00:47:31,056","00:47:26,427","00:47:30,931"
.בוא,Come.,True,"00:47:46,865","00:47:47,990","00:47:46,697","00:47:48,491"
.הכל הפך לשאפתנות ריקה,All has turned to vain ambition.,True,"00:47:56,708","00:47:58,876","00:47:56,415","00:47:59,001"
",כעת, בשל גחמת מטורף, .היא תיפול","Now, at the whim of a madman,, it will fall.",True,"00:48:09,472","00:48:12,057","00:48:09,387","00:48:11,806"
.לעולם לא יפרח שוב,will never bloom again.,True,"00:48:15,478","00:48:17,020","00:48:15,393","00:48:16,936"
?מדוע הם עדיין שומרים עליו,Why are they still guarding it?,True,"00:48:17,188","00:48:18,522","00:48:17,103","00:48:18,813"
"תקווה קלושה ונעלמת, .שיום אחד הוא יפרח","A faint and fading hope, that one day it will flower.",True,"00:48:20,817","00:48:23,944","00:48:21,190","00:48:23,818"
"החוכמה העתיקה, .שהובאה מהמערב ננטשה","The old wisdom borne out, of the West was forsaken.",True,"00:48:32,121","00:48:35,498","00:48:31,992","00:48:35,246"
"מלכים בנו קברים מפוארים יותר, .מבתי החיים","Kings made tombs more splendid, than the houses of the living...",True,"00:48:35,624","00:48:39,294","00:48:35,413","00:48:39,708"
"והשמות העתיקים, של אבות אבותיהם","and counted the old names, of their descent...",True,"00:48:39,670","00:48:41,754","00:48:39,917","00:48:41,836"
.היו יקרים להם יותר משמות בניהם,dearer than the names of their sons.,True,"00:48:41,881","00:48:44,632","00:48:42,002","00:48:44,797"
.שושלת המלכים ניתקה,The line of kings failed.,True,"00:49:00,400","00:49:02,318","00:49:00,438","00:49:02,773"
.העץ הלבן קמל,The White Tree withered.,True,"00:49:03,361","00:49:05,279","00:49:03,482","00:49:05,860"
"השליטה בגונדור ניתנה, .לאנשים פחותים","The rule of Gondor was given over, to lesser men.",True,"00:49:06,490","00:49:10,242","00:49:06,569","00:49:10,739"
.מורדור,Mordor.,True,"00:49:21,421","00:49:23,005","00:49:21,459","00:49:22,710"
.סערה מתקרבת,A storm is coming.,True,"00:49:33,100","00:49:34,935","00:49:33,053","00:49:34,722"
.זה לא מזג האוויר של העולם,This is not the weather of the world.,True,"00:49:35,645","00:49:38,188","00:49:35,389","00:49:38,309"
.זה כלי שיצר סאורון,This is a device of Sauron's making.,True,"00:49:38,606","00:49:40,690","00:49:38,476","00:49:40,686"
"מערבולת אד שהוא שולח, .לפני צבאו","A broil of fume, he sends ahead of his host.",True,"00:49:40,900","00:49:44,194","00:49:40,853","00:49:44,607"
"האורקים ממורדור אינם, אוהבים את אור היום","The Orcs of Mordor, have no love of daylight...",True,"00:49:44,820","00:49:47,989","00:49:45,191","00:49:47,651"
אז הוא מכסה את פני השמש,SO he covers the face of the sun...,True,"00:49:48,157","00:49:49,866","00:49:47,818","00:49:49,653"
"כדי להקל את מעברם, .בדרך אל הקרב","to ease their passage, along the road to war.",True,"00:49:49,992","00:49:53,078","00:49:49,820","00:49:53,574"
.זה יתחיל,it will begin.,True,"00:49:57,875","00:49:59,585","00:49:57,745","00:49:59,455"
...ובכן,Well...,True,"00:50:01,213","00:50:02,672","00:50:01,123","00:50:02,708"
...מינאס טירית,Minas Tirith...,True,"00:50:03,090","00:50:04,549","00:50:03,083","00:50:04,418"
.מרשים מאוד,very impressive.,True,"00:50:06,301","00:50:07,593","00:50:06,337","00:50:07,713"
"?אז לאן נלך עכשיו, .כבר מאוחר מדי לזה, פרגרין-","- So where are we off to next?, - Oh, it's too late for that, Peregrin.",True,"00:50:07,886","00:50:11,013","00:50:07,880","00:50:10,641"
.אי אפשר לעזוב את העיר,There's no leaving this city.,True,"00:50:11,098","00:50:13,349","00:50:10,716","00:50:12,927"
.על העזרה להגיע אלינו,Help must come to us.,True,"00:50:15,269","00:50:18,145","00:50:15,262","00:50:18,390"
.ודאי כבר מתקרבת שעת הארוחה,It must be getting near teatime.,True,"00:50:20,315","00:50:22,525","00:50:19,975","00:50:22,645"
"לפחות, כך זה במקומות מכובדים, .שבהם יש עדיין שעת ארוחה","Leastways, it would be in decent places, where there is still teatime.",True,"00:50:22,985","00:50:26,654","00:50:22,811","00:50:26,524"
.אנחנו לא במקומות מכובדים,We're not in decent places.,True,"00:50:26,990","00:50:30,200","00:50:26,690","00:50:30,277"
?מר פרודו,Mr. Frodo?,True,"00:50:35,999","00:50:37,583","00:50:35,824","00:50:37,076"
?מה קרה,What is it?,True,"00:50:40,336","00:50:42,045","00:50:40,120","00:50:41,330"
.זו רק תחושה,It's just a feeling.,True,"00:50:43,798","00:50:45,799","00:50:43,791","00:50:46,168"
.אני לא חושב שאחזור,I don't think I'll be coming back.,True,"00:50:48,469","00:50:50,554","00:50:48,587","00:50:50,756"
".כן, אתה תחזור. כמובן שתחזור","Yes, you will. Of course you will.",True,"00:50:55,310","00:50:58,104","00:50:55,261","00:50:57,805"
.זו רק חשיבה דכאונית,That's just morbid thinking.,True,"00:50:58,480","00:51:00,440","00:50:58,430","00:51:00,307"
",אנחנו נלך לשם ונחזור",We're going there and back again...,True,"00:51:00,816","00:51:02,817","00:51:00,766","00:51:03,227"
.בדיוק כמו מר בילבו,just like Mr. Bilbo.,True,"00:51:03,360","00:51:05,236","00:51:03,394","00:51:05,688"
.אתה תראה,You'll see.,True,"00:51:06,655","00:51:08,072","00:51:06,647","00:51:08,774"
"אני חושב שהשטחים האלו היו, .שייכים פעם לממלכת גונדור","I think these lands, were once part of the kingdom of Gondor.",True,"00:51:17,124","00:51:20,043","00:51:16,949","00:51:20,578"
".לפני זמן רב, כשהיה מלך","Long ago, when there was a king.",True,"00:51:25,091","00:51:28,552","00:51:24,957","00:51:29,003"
".מר פרודו, תראה","Mr. Frodo, look.",True,"00:51:49,866","00:51:52,368","00:51:49,648","00:51:52,484"
.למלך יש שוב כתר,The king has got a crown again.,True,"00:51:54,413","00:51:56,456","00:51:54,111","00:51:56,864"
"!בואו, הוביטים, .אסור לעצור עכשיו. מפה","Come on, Hobbits!, Mustn't stop now. This way.",True,"00:52:08,010","00:52:11,513","00:52:08,000","00:52:12,254"
"?נכון, .הנך עכשיו בשירות סוכן גונדור-","- Do they?, - You're in the service of the steward now.",True,"00:52:38,291","00:52:41,836","00:52:38,405","00:52:41,659"
"תצטרך לעשות, .כל מה שיפקדו עליך, פרגרין טוק","You'll have to do as you're told,, Peregrin Took.",True,"00:52:42,003","00:52:45,005","00:52:41,825","00:52:45,204"
.הכוכבים נעלמו,There's no more stars.,True,"00:53:16,038","00:53:17,706","00:53:15,859","00:53:18,112"
?האם הגיע הזמן,Is it time?,True,"00:53:18,791","00:53:20,167","00:53:18,612","00:53:19,822"
.כן,Yes.,True,"00:53:21,128","00:53:22,253","00:53:20,989","00:53:22,741"
.כל כך שקט,It's so quiet.,True,"00:53:25,716","00:53:26,966","00:53:25,369","00:53:27,037"
"אבל להמתין על הסף מבלי שאוכל, .להימלט, זה עוד יותר גרוע","but waiting on the edge of one, I can't escape is even worse.",True,"00:53:37,394","00:53:41,481","00:53:37,172","00:53:42,136"
.לא הייתה מעולם תקווה גדולה,There never was much hope.,True,"00:53:50,909","00:53:52,993","00:53:50,644","00:53:53,772"
.רק תקוות טיפשים,Just a fool's hope.,True,"00:53:55,830","00:53:57,539","00:53:55,733","00:53:57,484"
.בכוחות מלאים,His full strength's gathered.,True,"00:54:06,591","00:54:09,009","00:54:06,326","00:54:08,996"
...לגיונות של האראדרים מהדרום,Legions of Haradrim from the south...,True,"00:54:13,097","00:54:15,516","00:54:12,833","00:54:15,878"
.שכירי-חרב מהחוף,mercenaries from the coast.,True,"00:54:16,267","00:54:18,561","00:54:16,044","00:54:18,756"
",זה יהיה סופה של גונדור, .כפי שאנו מכירים","This will be the end of Gondor, as we know it.",True,"00:54:24,610","00:54:27,445","00:54:24,344","00:54:27,681"
.כאן תכה המקבת בשיא כוחה,Here the hammer stroke will fall hardest.,True,"00:54:27,988","00:54:31,157","00:54:27,848","00:54:31,226"
",אם הנהר ייכבש, ...אם חיל המשמר באוסגיליאת ייפול","If the river is taken,, if the garrison at Osgiliath falls...",True,"00:54:32,409","00:54:36,788","00:54:32,186","00:54:36,523"
".אבל הקוסם הלבן בצד שלנו, ...וגם זה נחשב","But we have the White Wizard., That's got to count for something.",True,"00:54:40,751","00:54:44,462","00:54:40,527","00:54:44,573"
?גנדאלף,Gandalf?,True,"00:54:50,595","00:54:52,346","00:54:50,454","00:54:52,039"
"סאורון עדיין מסתיר מאתנו, ...את הקטלני שבמשרתיו","Sauron has yet to reveal, his deadliest servant...",True,"00:54:56,142","00:54:59,895","00:54:55,751","00:54:59,421"
.המלך-המכשף של אנגמאר,The Witch-king of Angmar.,True,"00:55:10,365","00:55:12,616","00:55:10,057","00:55:12,226"
.פגשת אותו כבר,You've met him before.,True,"00:55:13,535","00:55:15,452","00:55:13,310","00:55:15,687"
.הוא אדונם של הנאזגול,He is the lord of the Nazgûl...,True,"00:55:25,923","00:55:28,508","00:55:25,489","00:55:28,200"
.הנורא בתשעת הפרשים השחורים,the greatest of the Nine.,True,"00:55:28,968","00:55:31,386","00:55:28,659","00:55:31,119"
!מהר! מהר,Quick. Quick.,True,"00:55:54,745","00:55:56,746","00:55:54,518","00:55:56,687"
.הדרך למורדור,The way into Mordor.,True,"00:56:15,892","00:56:18,685","00:56:15,581","00:56:19,459"
.המדרגות הנסתרות,The secret stair.,True,"00:56:20,104","00:56:23,357","00:56:19,626","00:56:23,964"
.טפסו,Climb.,True,"00:56:24,692","00:56:26,568","00:56:24,381","00:56:26,758"
"!לא! אדון פרודו, !לא משם","- No, Mr. Frodo!, - Not that way!",True,"00:56:47,341","00:56:50,134","00:56:47,029","00:56:49,781"
"?מה אתה עושה, !לא-","- What's it doing?, - No.",True,"00:56:55,057","00:56:57,183","00:56:54,620","00:56:57,497"
!הסתתרו! הסתתרו,Hide! Hide!,True,"00:57:30,510","00:57:32,886","00:57:30,405","00:57:33,367"
.סוף-סוף הגענו לרגע המכריע,We come to it at last.,True,"00:58:31,740","00:58:33,491","00:58:31,425","00:58:33,552"
.לקרב הגדול של זמננו,The great battle of our time.,True,"00:58:35,535","00:58:38,079","00:58:35,387","00:58:38,265"
".בואו, הוביטים, .חייבים לטפס","Come away, Hobbits., We climb. We must climb.",True,"00:59:17,579","00:59:20,790","00:59:17,429","00:59:20,682"
.החיילים נעים,The pieces are moving.,True,"00:59:34,012","00:59:35,596","00:59:33,737","00:59:36,114"
.במעלה המדרגות נעלה,"Up, up, up the stairs we go.",True,"00:59:39,018","00:59:41,603","00:59:38,825","00:59:41,495"
.ואז נכנסים למנהרה,And then it's into the tunnel.,True,"00:59:41,896","00:59:44,523","00:59:41,661","00:59:44,331"
",אם יקרה לו משהו, .תצטרך לעמוד בפניי","Anything happens to him,, you have me to answer to.",True,"00:59:51,156","00:59:53,907","00:59:51,171","00:59:54,091"
",שערה אחד שתסמור על עורפי, .וזה הסוף","one hair stands up, on the back of my head, it's over.",True,"00:59:56,202","00:59:58,996","00:59:56,009","00:59:59,179"
".זו סופו של החמקן, של המסריחן",No more slinker. No more stinker.,True,"00:59:59,747","01:00:02,457","00:59:59,387","01:00:02,057"
?זה סופך. הבנת,You're gone. Got it?,True,"01:00:02,625","01:00:05,169","01:00:02,390","01:00:05,018"
.אני משגיח עליך,I'm watching you.,True,"01:00:06,213","01:00:08,047","01:00:05,894","01:00:07,896"
?מה זה היה,What was that about?,True,"01:00:13,470","01:00:14,971","01:00:13,235","01:00:15,237"
".שום דבר, רק הבהרתי משהו",Nothing. Just clearing something up.,True,"01:00:15,472","01:00:17,765","01:00:15,403","01:00:17,823"
",פרגרין טוק, .מוטלת עליך עכשיו משימה","Peregrin Took, my lad,, there is a task now to be done.",True,"01:00:24,565","01:00:27,317","01:00:24,454","01:00:27,332"
.אסור לך לאכזב אותי,You must not fail me.,True,"01:00:37,120","01:00:38,704","01:00:36,925","01:00:38,510"
.היה שקט מאוד מעבר לנהר,It's been very quiet across the river.,True,"01:01:13,032","01:01:15,242","01:01:12,752","01:01:15,839"
.האורקים שומרים על פרופיל נמוך,The Orcs are lying low.,True,"01:01:16,160","01:01:17,911","01:01:16,006","01:01:18,341"
.אולי חיל המצב יצא,The garrison may have moved out.,True,"01:01:18,621","01:01:20,413","01:01:18,508","01:01:20,510"
.שלחנו סיירים לקאיר אנדרוס,We've sent scouts to Cair Andros.,True,"01:01:21,707","01:01:24,209","01:01:21,636","01:01:24,347"
",אם האורקים יתקפו מצפון, .נשמע על כך מראש","If the Orcs attack from the north,, we'll have some warning.",True,"01:01:24,710","01:01:27,295","01:01:24,514","01:01:26,834"
!שקט,Quiet.,True,"01:01:53,490","01:01:54,949","01:01:53,126","01:01:54,336"
!תהרגו אותו,Kill him!,True,"01:02:21,519","01:02:22,978","01:02:21,696","01:02:23,240"
!הם לא באים מהצפון,They're not coming from the north.,True,"01:02:40,706","01:02:42,373","01:02:40,548","01:02:42,968"
!יותר מהר,Faster.,True,"01:02:52,301","01:02:53,760","01:02:52,185","01:02:53,770"
.אמון דין,Amon Din.,True,"01:05:41,434","01:05:42,726","01:05:41,146","01:05:42,564"
"!המשואה, .המשואה של אמון דין בוערת","The beacon., The beacon of Amon dîn is lit.",True,"01:05:48,816","01:05:51,485","01:05:48,361","01:05:51,406"
"!משואות מינאס טירית, .המשואות בוערות","The beacons of Minas Tirith!, The beacons are lit!",True,"01:07:31,506","01:07:34,842","01:07:31,256","01:07:35,635"
.גונדור קוראת לעזרה,Gondor calls for aid.,True,"01:07:37,012","01:07:38,471","01:07:36,844","01:07:38,471"
!אסוף את הרוהירים,Muster the Rohirrim.,True,"01:07:52,487","01:07:54,321","01:07:52,318","01:07:55,113"
.כנס את הצבא במאחז דונהארו,Assemble the army at Dunharrow.,True,"01:08:10,254","01:08:12,172","01:08:10,211","01:08:12,171"
"?תרכבי אתנו, .רק עד המחנה-","- Will you ride with us?, - Just to the encampment.",True,"01:08:36,240","01:08:39,075","01:08:35,862","01:08:39,032"
"זו מסורת לנשות החצר, .להיפרד לשלום מהגברים","It's tradition for the women, of the court to farewell the men.",True,"01:08:39,410","01:08:42,370","01:08:39,198","01:08:43,119"
.האנשים מצאו את מפקדם,The men have found their captain.,True,"01:08:49,879","01:08:51,755","01:08:49,667","01:08:51,586"
",הם ילכו אחריך לקרב, .אפילו עד מוות","They will follow you into battle,, even to death.",True,"01:08:52,173","01:08:54,800","01:08:51,753","01:08:55,089"
.אתה הפחת בנו תקווה,You have given us hope.,True,"01:08:55,427","01:08:57,386","01:08:55,256","01:08:56,841"
.סליחה,Excuse me.,True,"01:09:00,181","01:09:01,557","01:09:00,053","01:09:02,013"
.יש לי חרב,I have a sword.,True,"01:09:03,560","01:09:05,102","01:09:03,348","01:09:04,849"
".אנא, קבל אותה",Please accept it.,True,"01:09:05,270","01:09:06,854","01:09:05,141","01:09:06,517"
.ואני מקבל אותם בשמחה,And gladly I accept it.,True,"01:09:15,698","01:09:17,907","01:09:15,568","01:09:17,654"
.פרשים,Horse-Men.,True,"01:09:27,835","01:09:29,335","01:09:27,705","01:09:28,915"
"הלוואי ויכולתי לקבץ ליגיון של, .גמדים, חמושים היטב ומטונפים","I wish I could muster a legion of Dwarves,, fully armed and filthy.",True,"01:09:29,670","01:09:34,507","01:09:29,582","01:09:35,213"
"בני עמך אולי לא ייאלצו, .לרכב למלחמה","Your kinsmen may have no need, to ride to war.",True,"01:09:35,801","01:09:37,844","01:09:35,588","01:09:38,549"
"חוששני שהמלחמה, .כבר הגיעה לארצם","I fear war already marches, on their own lands.",True,"01:09:38,554","01:09:41,681","01:09:38,716","01:09:42,136"
.ייחרץ גורל זמננו,the doom of our time will be decided.,True,"01:10:04,414","01:10:07,374","01:10:04,242","01:10:08,121"
