Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
"!ולך, ניצחון אחרון","And you, a final triumph!",True,"00:32:38,493","00:32:40,328","00:32:38,500","00:32:40,210"
!אינדיאנה ג'ונס,Indiana Jones!,True,"00:32:40,412","00:32:41,413","00:32:40,294","00:32:41,420"
"?אני לא מוכרת את זה, מה","I'm not selling this, am I?",True,"00:32:46,585","00:32:48,003","00:32:46,592","00:32:48,010"
...וומבט,Wombat...,True,"00:32:50,505","00:32:51,715","00:32:50,512","00:32:51,722"
...למה את רודפת אחרי הדבר,why are you chasing the thing,True,"00:32:53,842","00:32:55,677","00:32:53,849","00:32:55,684"
?ששיגע את אבא שלך,that drove your father crazy?,True,"00:32:57,429","00:32:59,472","00:32:57,436","00:32:59,521"
?לא היית עושה כמוני,Wouldn't you?,True,"00:33:05,478","00:33:06,855","00:33:05,485","00:33:06,904"
.אני מסתדר,I got it.,True,"00:33:25,248","00:33:26,166","00:33:25,130","00:33:26,131"
?אז מה גילית,"So, what we got?",True,"00:33:28,418","00:33:29,294","00:33:28,258","00:33:29,259"
"?מי הוא, רוסי","Who is he, a Russian?",True,"00:33:33,548","00:33:34,758","00:33:33,555","00:33:34,681"
!קלייבר,Klaber!,True,"00:33:38,011","00:33:39,095","00:33:37,851","00:33:38,852"
.לעזאזל! לכי,God damn it! Go.,True,"00:33:41,473","00:33:42,849","00:33:41,605","00:33:42,898"
.מכאן,"INDIANA,  This way.",True,"00:34:06,289","00:34:07,541","00:34:06,296","00:34:07,548"
".סברה, האמת","Conjecture, really.",True,"00:34:48,331","00:34:49,708","00:34:48,338","00:34:49,715"
ארכימדס הבין,Archimedes had figured out,True,"00:34:52,252","00:34:54,629","00:34:52,259","00:34:53,886"
.לא מושלמת,weren't perfect.,True,"00:34:57,841","00:34:59,050","00:34:57,848","00:34:59,057"
.אפילו בסופות,"Storms, even.",True,"00:35:11,938","00:35:13,231","00:35:11,945","00:35:13,238"
.גדולות יותר,disturbances.,True,"00:35:23,867","00:35:24,826","00:35:23,874","00:35:24,875"
?הפרעות גדולות יותר,Larger disturbances?,True,"00:35:26,745","00:35:28,121","00:35:26,752","00:35:28,170"
.לחזות סדקים בזמן,predict fissures in time.,True,"00:35:31,708","00:35:33,919","00:35:31,715","00:35:33,967"
.שלום,"WOMAN,  Hello.",True,"00:36:04,658","00:36:05,575","00:36:04,665","00:36:05,749"
?דר ג'ונס,Dr. Jones?,True,"00:36:09,162","00:36:10,288","00:36:09,169","00:36:10,337"
"?סליחה, אפשר לעזור לך","Excuse me, can I help you?",True,"00:36:14,000","00:36:15,252","00:36:14,007","00:36:15,259"
".לא, תודה","No, thank you.",True,"00:36:15,877","00:36:16,837","00:36:15,843","00:36:16,844"
?אתם מהמשטרה,Are you the police?,True,"00:36:19,965","00:36:22,133","00:36:19,721","00:36:22,224"
.זה ייקח כמה רגעים,It'll just be a few moments.,True,"00:36:22,217","00:36:23,635","00:36:22,307","00:36:23,725"
".פרופסור פלימפטון, .גברתי-","-Professor Plimpton., -Ma'am.",True,"00:36:23,718","00:36:25,804","00:36:23,892","00:36:25,602"
"!פרופסור פלימפטון, !גברתי-","-Professor Plimpton!, -Ma'am!",True,"00:36:25,887","00:36:26,972","00:36:25,686","00:36:26,687"
.תניח את הנשק,Drop your weapon.,True,"00:36:31,560","00:36:32,435","00:36:31,400","00:36:32,401"
?מה בדיוק אתה עושה,What the hell are you doin'?,True,"00:36:32,936","00:36:33,770","00:36:32,776","00:36:33,777"
?מנדי,"PLIMPTON,  Mandy?",True,"00:36:37,315","00:36:38,191","00:36:37,322","00:36:38,323"
".כן, בלי עדים","Yeah, no witnesses.",True,"00:36:42,946","00:36:44,990","00:36:42,953","00:36:44,997"
?אלוהים. מה לעזאזל,Jesus. What the hell?,True,"00:36:49,369","00:36:51,413","00:36:49,376","00:36:51,461"
.לקחתי אותה ממנו אז,I took that from him then.,True,"00:37:02,841","00:37:04,676","00:37:02,848","00:37:04,725"
.אל תירה,(WHISPERING) Do not shoot.,True,"00:37:12,267","00:37:14,186","00:37:12,274","00:37:14,234"
...הגרפיקוס,the Grafikos...,True,"00:37:18,231","00:37:19,441","00:37:18,238","00:37:19,364"
"...תקשיב. אני לא, .לא, הוא לא שיקר-","-I didn't..., -No, he never lied.",True,"00:37:43,173","00:37:45,133","00:37:43,931","00:37:45,182"
.תישארו במקומכם,"KLABER,  Stay where you are.",True,"00:37:51,264","00:37:52,432","00:37:51,271","00:37:52,606"
.אל תזוזו,Don't move.,True,"00:37:53,975","00:37:54,851","00:37:53,815","00:37:54,816"
"?מי אלה, .צריך לצאת מפה-","-Who are these people?, -We need to get out of here.",True,"00:37:55,560","00:37:57,187","00:37:55,567","00:37:57,069"
?הם איתך,Are they with you?,True,"00:37:57,270","00:37:58,104","00:37:57,152","00:37:58,153"
".לא לזוז, מיס שו","MASON,  Not an inch, Miss Shaw.",True,"00:37:58,188","00:37:59,648","00:37:58,237","00:37:59,488"
"!מיס שו, עצרי","Miss Shaw, stop!",True,"00:38:00,690","00:38:01,650","00:38:00,697","00:38:01,698"
!הלנה,Helena!,True,"00:38:05,070","00:38:05,946","00:38:05,369","00:38:06,370"
!עצרו,Stop!,True,"00:38:11,117","00:38:12,202","00:38:11,166","00:38:12,167"
.סליחה,Sorry.,True,"00:38:14,120","00:38:15,121","00:38:14,127","00:38:15,128"
?מי אתם,Who are you people?,True,"00:38:18,333","00:38:19,626","00:38:18,340","00:38:19,550"
?מה אתם רוצים,What do you want?,True,"00:38:19,709","00:38:20,794","00:38:19,716","00:38:20,801"
!עצור,"MASON,  Stop!",True,"00:38:22,629","00:38:23,672","00:38:22,636","00:38:23,637"
!דר ג'ונס,"MASON,  Dr. Jones!",True,"00:38:27,926","00:38:29,010","00:38:28,350","00:38:29,434"
!תתפרסו,Fan out!,True,"00:39:27,861","00:39:28,695","00:39:27,868","00:39:28,869"
!מצאתי אותה,"KLABER,  Found her!",True,"00:39:44,294","00:39:45,504","00:39:44,426","00:39:45,552"
".מרכזייה, .אני צריך את המשטרה-","-OPERATOR,  Operator., -I need the police.",True,"00:40:13,990","00:40:16,368","00:40:13,997","00:40:16,291"
"...בבקשה, .תנתק, חבוב-","-Please..., -MAN,  Hang up, fella.",True,"00:40:18,912","00:40:19,996","00:40:18,836","00:40:20,003"
.קום,Stand up.,True,"00:40:25,877","00:40:26,795","00:40:25,884","00:40:26,969"
".טוב, טוב","Okay, okay.",True,"00:40:32,425","00:40:33,385","00:40:32,432","00:40:33,517"
".היא הייתה ביד שלה, .תפסנו את המרצה-","-She had it in her hand., -We got the professor.",True,"00:41:00,912","00:41:03,373","00:41:00,919","00:41:03,380"
.הנה התיק של ג'ונס,"MAN,  Here's the file on Jones.",True,"00:41:06,960","00:41:08,211","00:41:06,967","00:41:08,135"
.כן,Yes.,True,"00:41:08,295","00:41:09,212","00:41:08,218","00:41:09,219"
?מי אתם,Who are you?,True,"00:41:27,480","00:41:28,481","00:41:27,487","00:41:28,530"
.זו השאלה שלי,That's my question.,True,"00:41:28,565","00:41:30,108","00:41:28,697","00:41:30,157"
.CIA-אתם מה,You're CIA.,True,"00:41:40,660","00:41:42,204","00:41:40,667","00:41:42,127"
".לא אני, אחי","Oh, not me, man.",True,"00:41:42,287","00:41:44,122","00:41:42,294","00:41:44,046"
.אני לא עובד בעבודות ממשלתיות,I don't take government jobs.,True,"00:41:44,206","00:41:46,249","00:41:44,213","00:41:46,173"
.טוב,Okay.,True,"00:41:46,333","00:41:47,167","00:41:46,340","00:41:47,424"
.אני הסנדק שלה,She's my goddaughter.,True,"00:41:51,421","00:41:52,464","00:41:51,261","00:41:52,513"
.חצי גוש,Half a hunk.,True,"00:42:02,015","00:42:03,058","00:42:02,022","00:42:03,065"
.זה הרבה יותר מזה,"Oh, it's a lot more than that.",True,"00:42:03,141","00:42:04,809","00:42:03,148","00:42:04,816"
.יש פה מצעד,I got a parade going on.,True,"00:42:09,231","00:42:10,565","00:42:09,238","00:42:10,614"
"!היי! היי, היי","Hey! Hey, hey!",True,"00:42:12,400","00:42:13,401","00:42:12,407","00:42:13,450"
"...היי, .שתוק-","-Hey..., -Shut up.",True,"00:42:14,110","00:42:15,237","00:42:14,117","00:42:15,160"
.לעזאזל! בואו נלך ברגל,Damn it! Let's go on foot.,True,"00:42:24,538","00:42:26,373","00:42:24,670","00:42:26,296"
.שמעתם אותה,"KLABER,  You heard her.",True,"00:42:26,456","00:42:27,290","00:42:26,463","00:42:27,548"
".קדימה, ?מה הבעיה שלך-","-Walk! Come on., -DRIVER,  What is your problem?",True,"00:42:30,377","00:42:31,753","00:42:30,384","00:42:31,677"
".תירגע, חבר","Easy, fella. Easy.",True,"00:42:34,464","00:42:35,715","00:42:34,471","00:42:35,597"
.תמשיכו לזוז,"KLABER,  Keep movin'.",True,"00:42:35,799","00:42:36,633","00:42:35,681","00:42:36,682"
"?לאן הולכים, מייסון, .לשם-","-Where are we going, Mason?, -This way.",True,"00:42:49,855","00:42:51,565","00:42:49,862","00:42:51,613"
"!לא, לא, לא ניתן, .שתוק-","-Hell no, we won't go., -Shut up.",True,"00:42:53,650","00:42:55,318","00:42:53,657","00:42:55,242"
"!לא, לא, לא ניתן, !לא-","-Hell no, we won't go!, -PROTESTOR,  Hell no!",True,"00:42:55,402","00:42:56,778","00:42:55,409","00:42:56,827"
"!לא, לא, לא ניתן, !לא, לא, לא ניתן-","-Hell no, we won't go!, -Hell no, we won't go!",True,"00:42:57,362","00:42:59,823","00:42:57,160","00:42:59,705"
!לא ניתן,We won't go!,True,"00:42:59,906","00:43:00,740","00:42:59,788","00:43:00,789"
"!לא, לא, לא ניתן, !לא, לא, לא ניתן-","-Hell no, we won't go!, -Hell no, we won't go!",True,"00:43:00,824","00:43:03,285","00:43:00,956","00:43:03,333"
"...לא, לא, !שתוק-","-Hell no..., -Shut up!",True,"00:43:03,910","00:43:05,287","00:43:03,917","00:43:05,335"
!כן,"PROTESTOR 2,  Hell yeah!",True,"00:43:05,662","00:43:06,538","00:43:05,502","00:43:06,503"
"...לא, לא",Hell no...,True,"00:43:16,548","00:43:17,549","00:43:16,555","00:43:17,556"
!שוטר! עזור לי,Officer! Help me!,True,"00:43:30,228","00:43:32,147","00:43:30,235","00:43:32,237"
".טוב, טוב, .הבוקר בהאנטר-","-All right, all right., -...this morning at Hunter.",True,"00:43:34,649","00:43:36,568","00:43:34,656","00:43:36,491"
.אנשים מתים. לעזאזל,People are dead. God damn it.,True,"00:43:36,651","00:43:38,403","00:43:36,658","00:43:38,410"
".תקשיב לי, בבקשה","INDIANA,  Please listen to me.",True,"00:43:42,073","00:43:43,241","00:43:42,080","00:43:43,290"
"!זהירות, ?מה הוא עושה-","-Watch out!, -What's he doin'?",True,"00:44:05,555","00:44:06,890","00:44:05,562","00:44:06,897"
!זוזו! מהר,"MAN 2,  Move! Quickly!",True,"00:45:08,451","00:45:09,661","00:45:08,458","00:45:09,626"
!זוזו! זוזו,Move! Move!,True,"00:45:24,301","00:45:25,343","00:45:23,891","00:45:25,309"
"!קדימה, קדימה","Go, go, go!",True,"00:45:35,895","00:45:37,229","00:45:35,903","00:45:37,237"
".היי, אדוני, !זוזו! זוזו מהדרך-","-Hey, mister., -MASON,  Move! Out of the way!",True,"00:46:04,006","00:46:05,841","00:46:04,056","00:46:05,891"
.שדרות קווינס IND-החלפה אפשרית ל,for IND Queens Boulevard.,True,"00:46:08,511","00:46:11,222","00:46:09,186","00:46:11,271"
?מאדים,Mars?,True,"00:46:34,954","00:46:35,871","00:46:34,962","00:46:36,046"
".לא, כבשנו את החלל","No, we've conquered space.",True,"00:46:36,831","00:46:38,207","00:46:36,839","00:46:38,257"
?מה יש מעבר לחלל,What's beyond space?,True,"00:46:43,254","00:46:45,673","00:46:43,262","00:46:45,681"
.הוא יפגוש את הנשיא,He's gonna meet the President.,True,"00:46:54,932","00:46:56,100","00:46:54,940","00:46:56,024"
"?אפשר להשתמש בזה, .לא-","REPORTER,  Can I use that?, BAXTER,  No.",True,"00:47:01,105","00:47:02,940","00:47:01,113","00:47:02,948"
.כן,Yes.,True,"00:47:03,315","00:47:04,149","00:47:03,323","00:47:04,408"
".זה בשבילך, דוקטור","It's for you, Doctor.",True,"00:47:10,698","00:47:11,824","00:47:10,706","00:47:11,832"
.דברי,Speak.,True,"00:47:23,294","00:47:24,211","00:47:23,218","00:47:24,219"
?באמת,"DR. SCHMIDT,  Did they?",True,"00:47:25,838","00:47:27,214","00:47:25,971","00:47:27,139"
.ואז איבדנו אותה,Then we lost her.,True,"00:47:33,012","00:47:34,096","00:47:33,020","00:47:34,104"
.גם דר ג'ונס ברח,Dr. Jones got away as well.,True,"00:47:35,764","00:47:37,391","00:47:35,772","00:47:37,441"
?באמת,"DR. SCHMIDT,  Is that so?",True,"00:47:37,975","00:47:38,976","00:47:37,858","00:47:39,026"
.מצער מאוד,Most unfortunate.,True,"00:47:39,059","00:47:40,519","00:47:39,193","00:47:40,527"
?הלו,Hello?,True,"00:47:57,953","00:47:58,787","00:47:57,961","00:47:59,046"
.למרוקו,To Morocco.,True,"00:48:03,125","00:48:04,126","00:48:03,133","00:48:04,134"
".כן, אדוני","Yes, sir.",True,"00:48:04,210","00:48:05,377","00:48:04,218","00:48:05,385"
"ABC-קולגה סיפרה ל, שג'ונס איבד לאחרונה את בנו","A colleague told ABC that, Jones recently lost his son",True,"00:48:13,260","00:48:16,347","00:48:13,268","00:48:16,271"
.לא. לא,Nah. No.,True,"00:48:24,813","00:48:27,149","00:48:24,821","00:48:27,199"
".לך הביתה. אתה שיכור, !זה הבחור-","-Go home, pal. You're drunk., -This is the guy!",True,"00:48:31,320","00:48:32,905","00:48:31,245","00:48:32,871"
"!היי, !זה הרוצח-","-Hey!, -It's the killer! (GRUNTS)",True,"00:48:32,988","00:48:34,240","00:48:32,955","00:48:34,289"
".סליחה על האיחור, אינדי","Sorry I'm late, Indy.",True,"00:48:36,951","00:48:38,452","00:48:36,959","00:48:38,377"
.פקק בגשר,Bridge traffic.,True,"00:48:38,536","00:48:39,954","00:48:38,544","00:48:39,962"
".מהר, אינדי. פנימה","Quickly, Indy. Inside.",True,"00:48:59,139","00:49:01,058","00:48:59,147","00:49:01,066"
",בת הסנדקאות שלך, הלנה","{\an8}Your goddaughter, Helena,",True,"00:49:04,812","00:49:07,231","00:49:04,862","00:49:07,155"
.יש עוד,There's more.,True,"00:49:15,364","00:49:16,323","00:49:15,372","00:49:16,456"
.מאפיונר מרוקאי ידוע,a well-known Moroccan mobster.,True,"00:49:24,874","00:49:27,418","00:49:24,673","00:49:27,426"
"ראחים הגדול הוא הבעלים, ,של מלון אטלנטיק בטנג'יר","Big Rahim, owns the Hotel Atlantique",True,"00:49:28,961","00:49:33,424","00:49:28,969","00:49:32,639"
.של עתיקות גנובות,of stolen antiquities.,True,"00:49:39,847","00:49:41,682","00:49:39,855","00:49:41,732"
".אליה, ג'בארי","Alia, Jabari.",True,"00:49:45,561","00:49:47,438","00:49:45,569","00:49:47,362"
1956.,(SCOFFS) 1956.,True,"00:49:55,112","00:49:56,739","00:49:54,328","00:49:56,788"
".מרשים מאוד, ג'בארי","Very impressive, Jabari.",True,"00:49:57,323","00:49:58,699","00:49:57,247","00:49:58,624"
.אבל הם יודעים היסטוריה,but they know their history.,True,"00:50:01,368","00:50:03,996","00:50:01,376","00:50:03,921"
.היא לא רוצה לדבר איתי,She doesn't wanna talk to me.,True,"00:50:22,765","00:50:24,099","00:50:22,773","00:50:24,107"
.זה היה מתחת למיטה,It was under the bed.,True,"00:50:39,031","00:50:40,366","00:50:39,164","00:50:40,374"
".תודה, סלאח","Thanks, Sallah.",True,"00:50:45,579","00:50:46,622","00:50:45,587","00:50:46,630"
.הבאתי גם את הדרכון שלי,I also brought my passport.,True,"00:50:48,874","00:50:50,626","00:50:48,882","00:50:50,676"
.אני יכול לעזור לך,I could help you.,True,"00:50:52,503","00:50:54,004","00:50:52,719","00:50:53,929"
?בטנג'יר,In Tangier?,True,"00:50:54,088","00:50:55,089","00:50:54,096","00:50:55,097"
".מה שיהיה, יהיה",Wherever chance takes us.,True,"00:50:55,172","00:50:56,799","00:50:55,180","00:50:56,807"
"...אינדי, אני","Indy, I...",True,"00:50:57,716","00:50:58,801","00:50:57,724","00:50:58,809"
.אני מתגעגע למדבר,I miss the desert.,True,"00:50:59,718","00:51:01,178","00:50:59,726","00:51:01,186"
.אני מתגעגע לים,I miss the sea.,True,"00:51:01,762","00:51:03,055","00:51:01,770","00:51:03,063"
.הימים האלה חלפו,Those days have come and gone.,True,"00:51:14,108","00:51:16,777","00:51:14,116","00:51:16,702"
.אולי,Perhaps.,True,"00:51:16,861","00:51:17,862","00:51:16,869","00:51:17,911"
.ואולי לא,Perhaps not.,True,"00:51:17,945","00:51:19,363","00:51:18,078","00:51:19,413"
"!תראה להם מה זה, אינדיאנה ג'ונס","Give 'em hell, Indiana Jones!",True,"00:51:23,868","00:51:26,495","00:51:23,876","00:51:26,295"
?שמפניה,Champagne?,True,"00:51:38,090","00:51:38,966","00:51:38,098","00:51:39,183"
".הוויסקי שלך, אדוני","Your scotch, sir.",True,"00:51:49,185","00:51:50,561","00:51:49,193","00:51:50,611"
.תודה,Thanks.,True,"00:51:51,228","00:51:52,229","00:51:51,236","00:51:52,237"
"!בזיל. קדימה, באז","Basil. Come on, Baz!",True,"00:51:59,236","00:52:00,613","00:51:59,161","00:52:00,537"
"!תפתח את הדלת, !לא-","-Open the door!, -BASIL,  No!",True,"00:52:00,696","00:52:02,531","00:52:00,704","00:52:02,456"
"!תתרחק, אינדי, .תפתח את הדלת-","-Stay out, Indy!, -Open the door.",True,"00:52:02,615","00:52:04,283","00:52:02,623","00:52:04,124"
".הגרמנים צדקו, אינדי","The Germans were right, Indy.",True,"00:52:07,203","00:52:09,205","00:52:07,336","00:52:09,213"
"!אני לא מבין את זה, באז","I don't understand it, Baz!",True,"00:52:17,046","00:52:18,797","00:52:17,054","00:52:18,847"
"אינדי, ארכימדס","Indy, Archimedes",True,"00:52:25,763","00:52:27,932","00:52:25,771","00:52:27,856"
.לא קוסם,not a magician.,True,"00:52:33,229","00:52:34,522","00:52:33,237","00:52:34,446"
?סדקים בזמן,(CHUCKLES) Fissures in time?,True,"00:52:37,107","00:52:38,734","00:52:37,241","00:52:38,784"
"!באז, אתה לא יכול להוכיח את זה, .עוד לא-","-Baz, you can't prove that!, -Well, not yet.",True,"00:52:39,318","00:52:42,279","00:52:39,159","00:52:42,204"
".אוי, באז","Oh, Baz.",True,"00:52:59,505","00:53:00,714","00:52:59,513","00:53:00,722"
.מקומה במוזיאון,It... It belongs in a museum.,True,"00:53:04,677","00:53:06,178","00:53:04,226","00:53:06,186"
".תן לי אותה, בבקשה",Give it to me. Please.,True,"00:53:07,096","00:53:08,806","00:53:07,104","00:53:08,814"
",אם אתן לך אותה","If I give you this,",True,"00:53:12,393","00:53:13,769","00:53:12,401","00:53:13,777"
.חייבים להשמיד אותה,it must be destroyed.,True,"00:53:14,979","00:53:16,438","00:53:14,987","00:53:16,446"
.בסדר,I will.,True,"00:53:17,940","00:53:18,816","00:53:17,948","00:53:19,032"
".אשמיד אותה, באז","I'll destroy it, Baz.",True,"00:53:21,735","00:53:23,070","00:53:21,660","00:53:23,078"
.תבטיח,Promise.,True,"00:53:25,573","00:53:26,574","00:53:25,581","00:53:26,582"
.אני מצטער בקשר לזה,I'm sorry about this.,True,"00:53:32,705","00:53:34,290","00:53:32,713","00:53:34,214"
.הכול באשמתי,It's all my fault.,True,"00:53:34,373","00:53:35,583","00:53:34,381","00:53:35,591"
"?את תהיי פה, .כן, אדוני-","-Are you gonna be here?, -Yes, sir.",True,"00:53:37,793","00:53:39,253","00:53:37,801","00:53:39,261"
",אם מישהו ימצא את הגרפיקוס, .יהיו לו שני החלקים","If anyone finds the Grafikos,, they'll have both halves.",True,"00:53:41,589","00:53:44,466","00:53:41,597","00:53:44,391"
".חשוב שתשמיד אותה, .בסדר, באז-","BASIL,  It's vital, that you destroy it.",True,"00:53:46,969","00:53:48,721","00:53:46,977","00:53:48,187"
"?אתה מבין, .אשמיד אותה-","INDIANA,  I will, Baz., BASIL,  Do you understand?",True,"00:53:48,804","00:53:50,389","00:53:48,270","00:53:49,688"
".תגיד את זה, .כן-","INDIANA,  I'll destroy it. Yes., BASIL,  Say you will, Indy.",True,"00:53:50,472","00:53:51,390","00:53:49,771","00:53:51,398"
.אני אשמיד. כן,"INDIANA,  I will... Yes.",True,"00:53:51,473","00:53:52,474","00:53:51,481","00:53:52,482"
.בסדר. אני מבטיח,I will... I promise.,True,"00:53:54,310","00:53:55,394","00:53:54,276","00:53:55,319"
...יש סיבה,"BASIL,  There's a reason,",True,"00:53:55,477","00:53:56,437","00:53:55,402","00:53:56,445"
".אני יודע, באז","I know, Baz.",True,"00:53:59,273","00:54:01,066","00:53:59,281","00:54:00,991"
".תודה, וומבט","Thanks, Wombat.",True,"00:54:04,028","00:54:05,404","00:54:04,036","00:54:05,329"
"!די לשתות, ?מה אתה עושה-","-Stop drinking!, -What are you doing?",True,"00:54:53,702","00:54:55,162","00:54:53,710","00:54:55,087"
.אני נשארת,"WOMAN,  I'm staying.",True,"00:54:56,997","00:54:57,957","00:54:56,922","00:54:57,965"
!לך הביתה. לך הביתה,Go home. Go home!,True,"00:54:58,040","00:54:59,500","00:54:58,048","00:54:59,508"
".מר שו, היא פה","Miss Shaw, she's here.",True,"00:55:16,183","00:55:18,519","00:55:16,191","00:55:18,527"
.חושלה מברונזה,"HELENA,  Forged in bronze.",True,"00:55:22,773","00:55:23,649","00:55:22,781","00:55:23,949"
.כמעט שלמה,Nearly complete.,True,"00:55:24,149","00:55:25,150","00:55:24,032","00:55:25,075"
.זה שעון אסטרולוגי,It is an astrological clock.,True,"00:55:25,234","00:55:26,819","00:55:25,158","00:55:26,869"
",שתוארך למאה השלישית לפני הספירה",Dating third century BC,True,"00:55:27,444","00:55:29,738","00:55:27,452","00:55:29,663"
".עשרים אלף, תודה רבה","20,000, thank you very much.",True,"00:55:37,371","00:55:38,414","00:55:37,296","00:55:38,463"
.‏30. 30,30. 30.,True,"00:55:38,497","00:55:40,040","00:55:38,630","00:55:39,965"
".וכשאגיע ל-137, אסובב","and when I reach 85, I rotate.",True,"00:55:42,960","00:55:45,296","00:55:42,968","00:55:45,304"
?מה הלאה,What next?,True,"00:55:45,921","00:55:46,839","00:55:45,888","00:55:46,889"
.טוב,All right.,True,"00:55:56,932","00:55:57,933","00:55:56,940","00:55:57,941"
".מכירה פרטית, קשישא, .אני חייב להיכנס-","-Private auction, old timer., -I've gotta get in there.",True,"00:56:00,519","00:56:02,771","00:56:00,527","00:56:02,779"
"?מה ההצעה הנוכחית, .‏50,000-","DUTCH PRINCE,  And, uh,, what is the current bid?",True,"00:56:08,277","00:56:09,987","00:56:08,285","00:56:09,328"
"?‏65. 70, -75.","-(WOMAN BIDS IN CANTONESE), -65. 70?",True,"00:56:15,242","00:56:16,368","00:56:14,750","00:56:16,084"
"?‏75. 80, -80.","-DUTCH PRINCE,  75., -75. 80?",True,"00:56:16,452","00:56:17,912","00:56:16,168","00:56:17,503"
"100., .‏100,000-","-DUTCH PRINCE,  100., -100,000.",True,"00:56:30,758","00:56:32,259","00:56:30,724","00:56:32,184"
"110., .אמרתי לכם שהמכירה נגמרה-","-110, bravo., -I told you that",True,"00:56:36,639","00:56:38,307","00:56:36,730","00:56:37,731"
".אני הסנדק שלה, .קרוב רחוק-","-I'm her godfather., -He's mildly related.",True,"00:56:39,808","00:56:41,393","00:56:39,942","00:56:41,401"
.ושעת השינה שלה עברה,And she's up past her bedtime.,True,"00:56:41,477","00:56:43,479","00:56:41,485","00:56:43,403"
".בואי, וומבט, .לא כדאי לך-","-Come on, Wombat., -I wouldn't do that.",True,"00:56:43,562","00:56:44,855","00:56:43,570","00:56:44,780"
?אלה ששיחדתי,The ones I paid off?,True,"00:56:46,607","00:56:47,942","00:56:46,615","00:56:47,950"
"?ג'ונסי, .חושב שאני פושעת-","-Jonesy?, -He thinks I'm a criminal.",True,"00:56:50,110","00:56:51,654","00:56:50,244","00:56:51,662"
.לא הרגתי אף אחד,I didn't kill anyone.,True,"00:56:55,866","00:56:57,451","00:56:55,874","00:56:57,459"
".לא, למען האמת","No, actually.",True,"00:57:07,294","00:57:08,504","00:57:07,302","00:57:08,512"
.זו התיבה שלי,It's my box.,True,"00:57:09,380","00:57:10,798","00:57:09,388","00:57:10,848"
.אתה,You.,True,"00:57:13,467","00:57:14,426","00:57:13,475","00:57:14,476"
?כבר נפגשנו,Have we met?,True,"00:57:16,178","00:57:17,263","00:57:16,186","00:57:17,312"
.לא,No.,True,"00:57:17,555","00:57:18,556","00:57:17,604","00:57:18,605"
.אבל הפנים שלך מוכרות,but your face rings a bell.,True,"00:57:20,349","00:57:21,851","00:57:20,190","00:57:21,900"
?אתה עדיין נאצי,Are you still a Nazi?,True,"00:57:22,518","00:57:23,519","00:57:22,484","00:57:23,527"
"150., ,אחרי שיחתנו, מיס שו-","DR. SCHMIDT,  After our conversation,, Miss Shaw,",True,"00:57:37,700","00:57:39,326","00:57:38,292","00:57:39,376"
".ההצעה היא 160, .לא נראה שאת מבינה, מיס שו-","DR. SCHMIDT,  You don't seem, to understand, Miss Shaw.",True,"00:57:49,420","00:57:51,964","00:57:50,095","00:57:51,930"
.הפריט הזה שייך לי,This relic is my property.,True,"00:57:52,047","00:57:53,382","00:57:52,014","00:57:53,307"
".הוא לא שלך. גנבת אותו, .ואז אתה גנבת אותו-","-It's not yours. You stole it., -Then you stole it.",True,"00:57:53,465","00:57:55,843","00:57:53,390","00:57:55,893"
"160., ?‏170-","MAN 4,  160., HELENA,  170?",True,"00:57:58,846","00:57:59,805","00:57:58,854","00:57:59,855"
"...פעם ראשונה, פעם שנייה","Going, going...",True,"00:58:04,935","00:58:06,312","00:58:05,068","00:58:06,361"
!נמכר,Gone!,True,"00:58:06,812","00:58:07,813","00:58:06,737","00:58:07,738"
!תתרחק,Stay away!,True,"00:58:08,355","00:58:09,231","00:58:08,363","00:58:09,364"
.תביא את החוגה,Get the Dial.,True,"00:58:11,108","00:58:12,067","00:58:11,116","00:58:12,117"
!תתרחק,(SHOUTS) Stay away!,True,"00:58:16,864","00:58:17,865","00:58:16,079","00:58:17,789"
.תתרחקו,Get back.,True,"00:58:38,511","00:58:39,887","00:58:38,519","00:58:39,937"
!טדי,Teddy!,True,"00:58:50,814","00:58:51,690","00:58:50,656","00:58:51,657"
.ראחים אמר שתישארי,Rahim says you stay.,True,"00:59:06,038","00:59:07,164","00:59:06,046","00:59:07,172"
.תודה,Thank you.,True,"00:59:19,134","00:59:20,010","00:59:18,976","00:59:19,977"
!זו המונית שלי,It's my cab!,True,"01:00:01,594","01:00:02,553","01:00:01,560","01:00:02,561"
.תגידי להם להתרחק,Tell them to back off.,True,"01:00:08,142","01:00:09,393","01:00:08,150","01:00:09,318"
".טוב, חבר'ה","INDIANA,  All right, guys.",True,"01:00:12,938","01:00:14,148","01:00:12,946","01:00:14,156"
.תניחו את האקדחים,Put the guns down.,True,"01:00:15,524","01:00:16,859","01:00:15,532","01:00:16,909"
.תניחו אותם,Put 'em down.,True,"01:00:16,942","01:00:18,277","01:00:17,075","01:00:18,285"
.טוב,All right.,True,"01:00:20,404","01:00:21,280","01:00:20,245","01:00:21,246"
.זה יותר טוב,That's better.,True,"01:00:22,907","01:00:24,200","01:00:22,915","01:00:24,208"
".אוי, לא","Oh, dear.",True,"01:00:28,078","01:00:29,663","01:00:28,086","01:00:29,713"
.ראחים,Rahim.,True,"01:00:39,757","01:00:40,883","01:00:39,765","01:00:40,891"
