Hebrew,English,Safe,Hebrew_st,Hebrew_e,English_st,English_e
?אז חצי המפתח שלה יכול להיות אצל כל אחד,So anyone could have her half of the key?,True,"00:20:55,559","00:20:57,603","00:20:55,589","00:20:57,632"
.לא סתם כל אחד,"Hmm, not just anyone.",True,"00:20:58,729","00:21:00,522","00:20:58,341","00:21:00,051"
שלחתי אדם למצוא אותה. האדם היחיד,"I sent a man to find her,",True,"00:21:01,190","00:21:03,275","00:21:01,261","00:21:03,263"
"?'והוא אצלו, קיטרידג","Does he have it, Kittridge?",True,"00:21:06,403","00:21:08,197","00:21:06,433","00:21:08,226"
".כרגע, אני לא יודע, אדוני, .הוא סירב ליצור קשר","Well, at present, I don't know that, sir., He's refused to come in.",True,"00:21:08,280","00:21:12,242","00:21:08,310","00:21:12,272"
?מי זה בדיוק,Who the hell is this guy?,True,"00:21:15,204","00:21:16,371","00:21:15,233","00:21:16,401"
.זה מסווג,That's classified.,True,"00:21:16,455","00:21:17,998","00:21:16,485","00:21:18,028"
.אני ראש המודיעין הלאומי,"I'm the goddamn Director, of National Intelligence.",True,"00:21:18,081","00:21:21,168","00:21:18,111","00:21:21,198"
?על מה בדיוק אני לא אמור לדעת,"What exactly is it, I'm not supposed to know about?",True,"00:21:21,251","00:21:23,212","00:21:21,281","00:21:23,241"
.IMF-ה,The IMF.,True,"00:21:23,295","00:21:24,379","00:21:23,325","00:21:24,409"
".'מר קיטרידג, .הבנק העולמי-","- Mr. Kittridge., - The world bank.",True,"00:21:24,463","00:21:25,964","00:21:24,493","00:21:25,994"
".לא, זאת קרן המטבע הבינלאומית","No, that's, the International Monetary Fund.",True,"00:21:26,048","00:21:27,382","00:21:26,077","00:21:27,472"
?מהן ראשי התיבות,What does it stand for?,True,"00:21:31,053","00:21:32,554","00:21:31,124","00:21:32,584"
.כוח משימה בלתי אפשרית,Impossible Mission Force.,True,"00:21:33,472","00:21:35,724","00:21:33,543","00:21:35,128"
?ומה בדיוק הם עושים,And what do they do exactly?,True,"00:21:39,394","00:21:41,021","00:21:39,424","00:21:41,051"
".זה בדיוק כפי שהשם מרמז, .מה שכולנו לא יכולים לעשות","It's just as the name implies., Whatever the rest of us can't.",True,"00:21:41,104","00:21:44,358","00:21:41,134","00:21:44,387"
.מוסרים מסר,leave word.,True,"00:21:51,615","00:21:52,574","00:21:51,603","00:21:52,604"
?מוסרים... מסר,Leave... word.,True,"00:21:54,117","00:21:55,994","00:21:54,147","00:21:56,024"
".מר קיטרידג', אדוני","Mr. Kittridge, sir.",True,"00:21:56,078","00:21:57,621","00:21:56,107","00:21:57,651"
.אני רוצה להבין,So let me get this straight.,True,"00:22:01,416","00:22:02,751","00:22:01,363","00:22:02,781"
",כשיש משימה שאף אחד מכם לא מסוגל לבצע","When there's a mission, none of you can handle...",True,"00:22:02,835","00:22:06,255","00:22:02,864","00:22:05,659"
",אתם מוסרים מסר לאדם אלמוני",you just leave word for a nameless man,True,"00:22:06,922","00:22:11,134","00:22:06,993","00:22:10,455"
?ומקווים שהוא יעשה את העבודה,and hope he gets the job done.,True,"00:22:11,218","00:22:13,762","00:22:11,331","00:22:13,708"
?זה העניין,Is that it?,True,"00:22:13,846","00:22:14,763","00:22:13,792","00:22:14,793"
.אם הוא יבחר לקבל אותה,Should he choose to accept it.,True,"00:22:14,847","00:22:18,016","00:22:14,876","00:22:17,879"
"איזו מין יחידה, ?יכולה לבחור אילו הוראות לקבל","What the hell kind of outfit, gets to choose what orders to accept?",True,"00:22:18,100","00:22:21,436","00:22:17,963","00:22:21,508"
נוסד במיוחד IMF-ה,The IMF was expressly created,True,"00:22:21,520","00:22:23,313","00:22:21,591","00:22:23,218"
.כדי לוודא שלא יהיו שום השלכות לא מכוונות,"to ensure there would be, no unintended consequences.",True,"00:22:23,397","00:22:27,025","00:22:23,301","00:22:27,055"
"אם הם לא יכולים להבטיח, ,את תוצאתה הסופית של משימה","If they cannot ensure, a mission's ultimate outcome,",True,"00:22:27,109","00:22:30,195","00:22:27,138","00:22:30,225"
.יש להם אישור לסרב,they're authorized to decline.,True,"00:22:30,279","00:22:32,531","00:22:30,308","00:22:31,977"
.אני מבין,I understand.,True,"00:23:24,041","00:23:25,501","00:23:24,070","00:23:25,238"
.אתה כועס,You're upset.,True,"00:23:26,376","00:23:27,336","00:23:26,364","00:23:27,365"
".'אני לא כועס, קיטרידג","I'm not upset, Kittridge.",True,"00:23:28,212","00:23:30,005","00:23:28,241","00:23:29,743"
.רצית שאקשיב,You wanted me to listen.,True,"00:23:31,423","00:23:33,300","00:23:31,494","00:23:32,829"
.ככה אני מקשיב,This is me listening.,True,"00:23:35,344","00:23:37,054","00:23:35,415","00:23:37,083"
.טוב,All right.,True,"00:23:38,555","00:23:39,848","00:23:38,793","00:23:40,128"
.אני שמתי את הפרס על ראשה של אילזה,"I put, the bounty on Ilsa's head.",True,"00:23:40,390","00:23:42,059","00:23:40,211","00:23:42,088"
!גם אמרתי לך איך למצוא אותה,I also told you how to find her!,True,"00:23:42,142","00:23:44,269","00:23:42,172","00:23:44,299"
"אתה מוציא אותה מצרות, .והיא תמיד מוצאת דרך לחזור אליהן","You get her out of trouble,, and she always found her way back in.",True,"00:23:55,364","00:24:00,244","00:23:55,352","00:23:59,898"
.זה אני,It's me.,True,"00:24:14,925","00:24:15,884","00:24:14,955","00:24:15,955"
.הכול בסדר,It's okay.,True,"00:24:23,016","00:24:23,851","00:24:22,879","00:24:23,880"
!תקשיבי לי! את מתה! תישארי מתה,Listen to me! You're dead! You stay dead!,True,"00:24:57,426","00:25:00,387","00:24:57,497","00:25:00,417"
"!אית'ן, חכה","Ethan, wait!",True,"00:25:01,138","00:25:02,848","00:25:01,167","00:25:02,502"
".אני לא הולך להתנצל בפניך, האנט","I'm not going to apologize to you, Hunt.",True,"00:25:07,186","00:25:09,563","00:25:07,215","00:25:09,509"
.העבודה שלי היא להשתמש בך,It's my job to use you.,True,"00:25:09,646","00:25:11,940","00:25:09,592","00:25:11,886"
.כמו שזו עבודתך להיות שימושי,Just like it's your job to be of use.,True,"00:25:12,024","00:25:14,693","00:25:11,970","00:25:14,764"
?ביצעת את המשימה שלך או לא,"Did you accomplish, your mission or not?",True,"00:25:14,776","00:25:18,447","00:25:14,848","00:25:18,351"
",לא משנה איפה החצי השני שלו יהיה","Wherever the other half of this is,",True,"00:25:22,868","00:25:25,579","00:25:22,939","00:25:25,608"
",לא משנה מה המפתח השלם פותח","whatever the completed key unlocks,",True,"00:25:25,662","00:25:28,749","00:25:25,692","00:25:28,987"
.אני אמצא אותו,I will find it.,True,"00:25:28,832","00:25:30,334","00:25:29,070","00:25:30,363"
?ואז מה,And then what?,True,"00:25:31,960","00:25:33,545","00:25:31,990","00:25:33,575"
.אסור לתת לאף אחד לשלוט בישות,"No one should be trusted, with control of the Entity.",True,"00:25:34,129","00:25:37,674","00:25:33,658","00:25:37,495"
.אני מתכוון להרוג אותה,I mean to kill it.,True,"00:25:38,509","00:25:40,093","00:25:38,580","00:25:39,914"
...אית'ן,"Ethan,",True,"00:25:40,177","00:25:41,011","00:25:39,998","00:25:41,041"
.מלחמת העולם הבאה לא תהיה קרה,"the next world war, isn't gonna be a cold one.",True,"00:25:41,553","00:25:43,597","00:25:41,124","00:25:43,626"
"זו תהיה מלחמה, ,על שארית האנרגיה המתמעטת שלנו","It's gonna be a war for the last, of our dwindling energy,",True,"00:25:48,727","00:25:51,814","00:25:48,798","00:25:51,676"
".על מים ראויים לשתייה, אוויר ראוי לנשימה","drinkable water, breathable air.",True,"00:25:51,897","00:25:54,233","00:25:51,760","00:25:54,262"
".מי שישלוט בישות, ישלוט באמת","Whoever controls the Entity, controls the truth.",True,"00:25:54,316","00:25:58,320","00:25:54,345","00:25:58,349"
את הקונספט של צדק ואי צדק,The concepts of right and wrong,True,"00:25:59,780","00:26:02,032","00:25:59,851","00:26:02,062"
"ניתן יהיה להגדיר בבירור, .עבור כולם למשך מאות שנים","can be clearly defined for everyone, for centuries to come.",True,"00:26:02,115","00:26:06,453","00:26:02,145","00:26:06,399"
?אתה שומע את עצמך בכלל,Do you even hear yourself?,True,"00:26:06,537","00:26:08,205","00:26:06,483","00:26:08,234"
.נגמרו,are over.,True,"00:26:14,461","00:26:15,629","00:26:14,365","00:26:15,658"
.אתה צריך לבחור צד,You need to pick a side.,True,"00:26:16,421","00:26:18,632","00:26:16,451","00:26:18,161"
.אני בצד שבו תמיד הייתי,I'm on the same side I've always been on.,True,"00:26:19,174","00:26:21,718","00:26:19,329","00:26:21,539"
.אל תפריע לי,Stay out of my way.,True,"00:26:23,345","00:26:25,013","00:26:23,374","00:26:25,043"
.אני לא יכול לעשות את זה,I can't do that.,True,"00:26:25,806","00:26:27,432","00:26:25,877","00:26:27,170"
"ובדרך זו או אחרת, המשימה הזו שלך","And one way or another,, this mission of yours",True,"00:26:32,646","00:26:36,650","00:26:32,717","00:26:36,596"
.תגבה ממך מחיר יקר,is gonna cost you dearly.,True,"00:26:36,733","00:26:40,737","00:26:36,679","00:26:40,558"
".אם לא אענה, יהיו לנו אורחים בקרוב מאוד","If I don't get that,, we're gonna have company real soon.",True,"00:26:49,580","00:26:52,416","00:26:49,400","00:26:51,945"
?הלו,Hello?,True,"00:27:09,558","00:27:10,517","00:27:09,587","00:27:10,588"
".המפקד דנלינגר, בבקשה","Director Denlinger, please.",True,"00:27:10,601","00:27:12,227","00:27:10,672","00:27:12,257"
.נראה שהוא סומם,It appears he was drugged.,True,"00:27:29,912","00:27:31,246","00:27:29,983","00:27:31,276"
.אני מבין,I understand.,True,"00:27:31,330","00:27:32,915","00:27:31,359","00:27:32,986"
".לא נראה לי שאתה מבין, אדוני","I don't think you do, sir.",True,"00:27:32,998","00:27:34,333","00:27:33,069","00:27:34,279"
?אתה יכול לדבר בחופשיות,Are you able to speak freely?,True,"00:27:39,463","00:27:41,965","00:27:39,492","00:27:41,953"
",אם אתה בסכנה, .פשוט תנתק לפני שאספור עד חמש","Ifyou're in any danger, simply hang up, the phone before I count to five.",True,"00:27:45,177","00:27:48,305","00:27:45,206","00:27:48,209"
"...אחת, שתיים","One, two...",True,"00:27:48,388","00:27:49,973","00:27:48,293","00:27:50,003"
?אז איך אתה מתכנן לצאת מפה,"So just how do you plan, on getting out of here?",True,"00:27:53,560","00:27:56,772","00:27:53,590","00:27:56,801"
.כמובן,Of course.,True,"00:28:02,069","00:28:03,445","00:28:02,098","00:28:03,391"
.תקשיבו,Listen up.,True,"00:29:13,390","00:29:14,516","00:29:13,127","00:29:14,545"
סוכן אמריקאי עם טינה נגד מדינתו,"An American operative, with a grievance against his country",True,"00:29:14,600","00:29:17,394","00:29:14,629","00:29:17,423"
.נעלם והפסיק לציית לפקודות,is missing and has malfunctioned.,True,"00:29:17,478","00:29:19,897","00:29:17,507","00:29:19,926"
"האג'נדה שלו מהווה איום, ,לאינטרסים הלאומיים שלנו","His agenda represents a threat to, our national interests,",True,"00:29:19,980","00:29:22,900","00:29:20,009","00:29:22,929"
.ויש לנטרל אותו בכל מחיר,and he must be neutralized at all cost.,True,"00:29:22,983","00:29:25,444","00:29:23,012","00:29:25,473"
.את האיש עצמו אפשר להקריב. אסור לזלזל בו,"The man himself is expendable., He is not to be underestimated.",True,"00:29:31,116","00:29:35,913","00:29:31,187","00:29:35,942"
",לצורך העניין, גבירותיי ורבותיי","For all intents and purposes,, ladies and gentlemen,",True,"00:29:40,667","00:29:43,253","00:29:40,697","00:29:43,283"
.הוא כאוס שיודע לקרוא מחשבות ולשנות צורה,"a mind-reading, shape-shifting, incarnation of chaos.",True,"00:29:43,337","00:29:46,173","00:29:43,366","00:29:46,202"
אל תחשבו שהוא נוטרל,do not consider him secure,True,"00:29:50,886","00:29:52,638","00:29:50,873","00:29:52,667"
.אלא אם תקעתם יתד עץ בליבו,"unless you have driven a wooden stake, through his open heart.",True,"00:29:52,721","00:29:56,558","00:29:52,750","00:29:56,337"
.זה לא תרגיל,This is not a drill.,True,"00:29:57,226","00:29:59,353","00:29:57,255","00:29:58,881"
",שאוכל את האמת",truth-eating digital parasite,True,"00:30:04,316","00:30:06,902","00:30:04,220","00:30:06,639"
.התפשט בכל הסייבר ספייס,infesting all of cyberspace.,True,"00:30:07,778","00:30:10,322","00:30:07,849","00:30:09,809"
.זה היה חייב לקרות במוקדם או במאוחר,"Well, it was bound, to happen sooner or later.",True,"00:30:11,573","00:30:13,742","00:30:11,060","00:30:13,771"
.כולל הממשלה שלנו,Including our own.,True,"00:30:23,961","00:30:25,045","00:30:24,073","00:30:25,074"
.בדיוק,Exactly.,True,"00:30:25,128","00:30:26,213","00:30:25,158","00:30:26,242"
מה ששולח אותנו למשימה ללא אישור,Putting us on an unsanctioned mission,True,"00:30:26,296","00:30:28,340","00:30:26,326","00:30:28,369"
.שיצאה משליטה עוד לפני שהתחילה,"which has gone rogue, before it even started.",True,"00:30:28,423","00:30:30,968","00:30:28,453","00:30:31,039"
".או כפי שאנחנו אוהבים לקרוא לזה, יום שני","Or as we like to call it, Monday.",True,"00:30:36,098","00:30:39,351","00:30:36,127","00:30:39,380"
?אז מה התוכנית,So what's the play?,True,"00:30:41,311","00:30:42,688","00:30:41,424","00:30:42,675"
"ובאותו זמן הוא מקווה להשיג, .את החצי הזה של המפתח","at which time he is hoping to purchase, that half of the key.",True,"00:30:46,900","00:30:50,070","00:30:47,180","00:30:50,099"
.והוא הדרך היחידה לאמת את החצי שלנו,"Being the only way, to authenticate our half.",True,"00:30:54,867","00:30:57,870","00:30:54,937","00:30:57,899"
?אז איך נזהה את הרוכש,So how do we identify the buyer?,True,"00:30:57,953","00:30:59,830","00:30:57,982","00:30:59,859"
המציאות הרבודה במשקפיים האלה,"The augmented-reality overlay, in these glasses",True,"00:31:05,127","00:31:07,963","00:31:05,281","00:31:08,201"
.תוביל אותנו אליו,will lead us to it.,True,"00:31:08,046","00:31:09,590","00:31:08,284","00:31:09,827"
.מחוכם מאוד,"Oh, that's very clever.",True,"00:31:11,466","00:31:12,926","00:31:11,662","00:31:12,955"
בזמן שנמצא את טיסת ההמשך של הרוכש,"While we figure out, the buyer's connecting flight",True,"00:31:26,565","00:31:29,026","00:31:26,636","00:31:29,097"
.ונזמין לך מקום על המטוס הזה,and book you a seat on that plane.,True,"00:31:29,109","00:31:31,069","00:31:29,180","00:31:31,140"
"ואתה מקווה שזה לידיו של מישהו, .שיודע מה הוא פותח","Which you hope is into the hands, of someone who knows what it unlocks.",True,"00:31:34,198","00:31:37,451","00:31:34,227","00:31:37,355"
.בדיוק,Precisely.,True,"00:31:37,534","00:31:38,410","00:31:37,438","00:31:38,439"
...מציאת המפתח השלם,Finding the completed key,True,"00:31:38,494","00:31:40,704","00:31:38,523","00:31:40,441"
.היא רק ההתחלה,is only the beginning.,True,"00:31:41,538","00:31:42,831","00:31:41,567","00:31:42,860"
"?הבחור הזה, אתה מכיר אותו","This guy, you know him?",True,"00:31:51,089","00:31:53,717","00:31:51,619","00:31:53,579"
.לא אישית,Not personally.,True,"00:31:54,843","00:31:56,512","00:31:55,081","00:31:56,541"
.אבל זה כן אישי,But it is personal.,True,"00:31:56,595","00:31:58,430","00:31:56,624","00:31:58,292"
.תודה,Thank you.,True,"00:32:28,752","00:32:29,753","00:32:28,781","00:32:29,866"
"?היי, מה זה, ?מה-","- Hey, what's that?, - What?",True,"00:32:36,176","00:32:37,636","00:32:36,539","00:32:37,915"
"?אוברווץ', כאן סנאפ שוט. איפה הוא","Overwatch, Snap Shot. Where's he at?",True,"00:32:51,900","00:32:54,194","00:32:52,138","00:32:54,223"
".סנאפ שוט, כאן אוברווץ'. אני רואה אותו","Snap Shot, Overwatch. I have him.",True,"00:32:58,157","00:32:59,908","00:32:58,186","00:32:59,937"
".טרמינל בי, שער 15, מתקדם דרומה","Terminal B, Gate 15, headed south.",True,"00:32:59,992","00:33:02,786","00:33:00,021","00:33:02,398"
".כן, אני כן, .לא, אתה לא-","- I am so., - You are not.",True,"00:33:05,080","00:33:06,790","00:33:05,109","00:33:06,819"
.אין תגובה,No comment.,True,"00:33:13,046","00:33:13,881","00:33:12,909","00:33:13,910"
אתה חושב שהחכמולוג הזה,"What, you figure Phineas Phreak here",True,"00:33:13,964","00:33:15,632","00:33:13,993","00:33:15,661"
?בזמן שאני אתמוך בו מהצד,while I just hold his soldering iron?,True,"00:33:17,968","00:33:19,887","00:33:17,997","00:33:19,957"
".כנראה, .בטוח-","- Probably., - Definitely.",True,"00:33:19,970","00:33:21,722","00:33:20,041","00:33:21,751"
!זוזו מהדרך,Out of the way!,True,"00:33:22,848","00:33:24,141","00:33:22,877","00:33:24,795"
.תגידו לי איפה הוא,Tell me where he is.,True,"00:33:24,850","00:33:26,518","00:33:25,505","00:33:26,547"
...שזיהוי הפנים מראה שזה בדיוק,facial comes back with a perfect...,True,"00:33:59,760","00:34:01,929","00:33:59,789","00:34:01,624"
?איך עשית את זה,How did you do that?,True,"00:34:05,766","00:34:07,184","00:34:05,795","00:34:07,213"
".בנג'י, תכניס אותי לטיסה לוונציה","Benji, get me on that flight to Venice.",True,"00:34:43,053","00:34:45,013","00:34:43,082","00:34:45,042"
".כן, טיסה 1031 לוונציה. תמתין","Yep, Flight 1031 to Venice. Stand by.",True,"00:34:45,097","00:34:47,599","00:34:45,126","00:34:47,628"
"?אית'ן, מה קרה עכשיו","Ethan, what just happened?",True,"00:35:00,112","00:35:01,864","00:34:59,682","00:35:01,892"
".לותר, תשתיק את הקשר","Luther, mute our comms.",True,"00:35:17,004","00:35:18,422","00:35:17,033","00:35:18,451"
?איזה תיק,What bag?,True,"00:35:21,425","00:35:22,634","00:35:21,454","00:35:22,788"
"?לותר, שומע? מי זאת","Luther, do you copy? Who is she?",True,"00:35:32,060","00:35:33,937","00:35:31,589","00:35:33,966"
?מה אם זו לא הייתה התראת שווא,What if it wasn't a false alarm?,True,"00:35:34,021","00:35:35,647","00:35:34,050","00:35:35,676"
"ומה אם זה מה שהישות רוצה שנחשוב, ?כדי להרחיק את אית'ן מהמטוס הזה","And what if that's what the Entity wants, us to think to keep Ethan off that plane?",True,"00:35:37,858","00:35:41,612","00:35:37,887","00:35:41,599"
"?לותר, מה קורה, ?שנזהיר אותו-","- Luther, what's happening?, - Should we warn him?",True,"00:35:41,695","00:35:43,655","00:35:41,682","00:35:43,744"
".לא, ?חבר'ה? שומעים אותי-","- No., - Guys, guys? Do you hear me?",True,"00:35:44,239","00:35:46,408","00:35:43,768","00:35:46,395"
.מצאתי אותה,Got her.,True,"00:35:55,000","00:35:55,918","00:35:55,029","00:35:56,029"
.מידע על האישה מגיע... עכשיו,Info on the woman is coming now.,True,"00:35:56,001","00:35:59,254","00:35:56,030","00:35:58,658"
".מי שלא תהיה, היא לא מרגלת","Whoever she is, she's no spy.",True,"00:36:01,840","00:36:05,552","00:36:01,869","00:36:05,581"
.היא גנבת,She's a thief.,True,"00:36:05,636","00:36:07,638","00:36:05,665","00:36:07,667"
"?לאן ללכת, לותר","Where am I going, Luther?",True,"00:36:07,721","00:36:09,056","00:36:07,750","00:36:09,085"
.אני פותח אותה עכשיו,I'm unlocking it now.,True,"00:36:12,059","00:36:13,894","00:36:12,088","00:36:13,547"
",התיק שאתה מחפש נמצא על מגש 01833",The bag you're after is on tray 01833,True,"00:36:17,397","00:36:20,609","00:36:17,426","00:36:20,638"
!קיבלתי,Copy that!,True,"00:36:23,612","00:36:24,863","00:36:23,641","00:36:24,767"
.היי,Hi.,True,"00:36:35,749","00:36:36,750","00:36:35,820","00:36:36,821"
.שלום,Hello.,True,"00:36:38,961","00:36:40,212","00:36:39,031","00:36:40,282"
.הבנתי,"Oh, I get it.",True,"00:36:44,341","00:36:45,676","00:36:44,370","00:36:45,413"
.חשבת שאני מישהי אחרת,You thought I was someone else.,True,"00:36:46,426","00:36:48,220","00:36:46,497","00:36:48,082"
.אני לא מעוניינת,I'm not interested.,True,"00:36:50,264","00:36:51,598","00:36:50,543","00:36:51,627"
.תני לי הזדמנות,Give me a chance.,True,"00:36:53,183","00:36:54,601","00:36:53,212","00:36:54,463"
.אני אצרח,I'll scream.,True,"00:36:55,269","00:36:56,270","00:36:55,297","00:36:56,298"
.בבקשה,Please do.,True,"00:36:58,105","00:36:59,356","00:36:58,175","00:36:59,385"
?מה אתה רוצה,What do you want?,True,"00:37:02,484","00:37:03,777","00:37:02,513","00:37:03,806"
.את המפתח הזה,This key.,True,"00:37:04,987","00:37:06,155","00:37:05,057","00:37:06,058"
.זה שגנבת מהכיס של האיש הזה,The one you picked from that man's pocket.,True,"00:37:08,073","00:37:10,367","00:37:08,102","00:37:10,396"
...הוא חסר ערך,It's worthless,True,"00:37:10,450","00:37:11,869","00:37:10,479","00:37:11,939"
.בלי המפתח הזה,without this key.,True,"00:37:11,952","00:37:12,995","00:37:12,022","00:37:13,023"
...אבל ביחד,But together,True,"00:37:15,247","00:37:16,874","00:37:15,317","00:37:16,944"
.אני לא יודעת על זה שום דבר,"Well, I wouldn't know anything about that.",True,"00:37:22,379","00:37:24,381","00:37:22,658","00:37:24,410"
?אז למה הכונן היה בכיס שלך,Then why was this drive in your pocket?,True,"00:37:24,464","00:37:26,049","00:37:24,493","00:37:26,078"
?מי אתה,Who are you?,True,"00:37:27,718","00:37:29,469","00:37:27,747","00:37:29,498"
?את עובדת בשביל מישהו,You working with someone?,True,"00:37:29,553","00:37:31,221","00:37:29,582","00:37:31,250"
.בחיים לא. אני מכייסת רק לבד,Never. I'm strictly single-0.,True,"00:37:31,763","00:37:34,349","00:37:31,876","00:37:34,295"
.מהיום יש לך שותף,Today you got a partner.,True,"00:37:34,433","00:37:36,059","00:37:34,378","00:37:36,088"
"בלי לדעת שהוא כויס, ...ולפני שהוא יעלה לטיסה שלו עוד","without ever knowing his pocket was picked, and before he boards his flight in...",True,"00:37:40,522","00:37:43,442","00:37:40,551","00:37:43,613"
".שבע דקות, .שבע דקות-","- Seven minutes., - Seven minutes.",True,"00:37:43,525","00:37:46,069","00:37:43,637","00:37:45,931"
.שנינו יודעים שאת כייסת טובה,We both know you're a good pickpocket.,True,"00:37:46,862","00:37:49,323","00:37:47,016","00:37:49,351"
.בואי נראה אם את יודעת להחזיר,Let's see what kind of put-pocket you are.,True,"00:37:49,406","00:37:51,325","00:37:49,435","00:37:51,353"
?אתה מצפה ממני להחזיר את זה,You expect me to put it back.,True,"00:37:53,160","00:37:55,829","00:37:53,230","00:37:55,858"
.אני יודע שתחזירי,"Oh, I know you will.",True,"00:37:55,913","00:37:57,956","00:37:55,941","00:37:57,985"
.טוב,All right.,True,"00:38:09,176","00:38:10,677","00:38:09,246","00:38:10,706"
?אז מה התוכנית,So what's the play?,True,"00:38:10,761","00:38:11,845","00:38:10,790","00:38:11,874"
.אחרייך,After you.,True,"00:38:14,640","00:38:15,933","00:38:14,668","00:38:15,795"
.אני לא אצטרך את זה,"Oh, I won't be needing this.",True,"00:38:17,893","00:38:20,437","00:38:17,922","00:38:20,466"
.אני לא מעשנת,I don't smoke.,True,"00:38:20,521","00:38:22,481","00:38:20,549","00:38:22,092"
.תשמרי אותו. שתהיה לך מזכרת ממני,Keep it. Something to remember me by.,True,"00:38:23,357","00:38:25,943","00:38:23,469","00:38:25,971"
"אית'ן, הסגסוגת במפתח שהיא גנבה מהרוכש, .לא תואמת","Ethan, the alloy in that key she took off, the buyer doesn't match.",True,"00:38:31,573","00:38:35,911","00:38:31,602","00:38:35,940"
"?דבר אליי, לותר! לאן אני הולך","Talk to me, Luther! Where am I going?",True,"00:38:42,000","00:38:43,877","00:38:42,071","00:38:43,906"
.והתיק אמור להיות שם,and the bag should be right there.,True,"00:38:45,963","00:38:47,339","00:38:45,991","00:38:47,409"
.טוב. אני פה. אני פה,Okay. I'm there. I'm there.,True,"00:38:47,422","00:38:48,966","00:38:47,493","00:38:48,994"
.זה הוא,That's him.,True,"00:38:54,388","00:38:55,639","00:38:54,416","00:38:55,668"
.ישר מולך,Right in front ofyou.,True,"00:38:55,722","00:38:57,307","00:38:55,751","00:38:57,044"
".טוב, טוב. היי, סליחה, .חשבתי שאתה מישהו אחר","Okay, okay. Hey, sorry., Thought you were somebody else.",True,"00:38:58,767","00:39:02,229","00:38:58,963","00:39:01,799"
.האנט משחק איתנו משחקים,Hunt's jerking our chain.,True,"00:39:03,939","00:39:05,858","00:39:03,968","00:39:05,678"
".כולם! צוותים של שניים, להתפרס","Everybody! Two-man teams, spread out.",True,"00:39:06,525","00:39:09,361","00:39:06,679","00:39:09,390"
.תפקח עיניים,Keep your eyes peeled.,True,"00:39:14,116","00:39:15,534","00:39:14,144","00:39:15,563"
?אז איך לקרוא לך,"So, what do I call you?",True,"00:39:15,617","00:39:17,327","00:39:15,646","00:39:17,398"
?מה לגבי גרייס? ואתה,How about Grace? And you?,True,"00:39:17,411","00:39:19,788","00:39:17,481","00:39:19,817"
".תקשיבי, גרייס","Well, listen, Grace.",True,"00:39:19,872","00:39:21,707","00:39:19,900","00:39:21,735"
?לרוץ,Run?,True,"00:39:25,544","00:39:26,920","00:39:25,573","00:39:27,157"
.זה נהיה מלהיב,This is getting exciting.,True,"00:39:27,004","00:39:28,505","00:39:27,241","00:39:28,534"
"?בנג'י, מצאת את התיק","Benji, have you got that bag?",True,"00:39:29,089","00:39:30,632","00:39:29,118","00:39:30,661"
!מצאתי,I found it!,True,"00:39:30,716","00:39:32,259","00:39:30,744","00:39:31,912"
?מה המצב לותר,"How we doing, Luther?",True,"00:39:54,072","00:39:55,032","00:39:54,101","00:39:55,644"
.בראש המדרגות הנעות,Top of the escalator.,True,"00:39:58,160","00:39:59,995","00:39:58,188","00:40:00,024"
.כל היחידות בדרך אליך,All units are headed in your direction.,True,"00:40:02,039","00:40:03,707","00:40:01,734","00:40:03,736"
".מה שזה לא יהיה, הפעלתי את זה עכשיו","Whatever it is, I've just activated it.",True,"00:40:16,553","00:40:18,305","00:40:16,582","00:40:18,334"
".וגם, נראה שזה גרעיני, ?מה הגודל-","- Also, it appears to be nuclear., - How big?",True,"00:40:25,229","00:40:27,397","00:40:25,257","00:40:27,426"
"?אתה יכול לנטרל אותה, !אין לי כלים-","- Can you disarm it?, - I haven't got any tools!",True,"00:40:29,525","00:40:31,985","00:40:30,095","00:40:32,014"
".אז תמצא, ?...איפה אמצא-","- Then find some., - Where am I gonna find...",True,"00:40:32,069","00:40:34,238","00:40:32,097","00:40:34,308"
?עכשיו אנחנו רצים,Is this where we run?,True,"00:40:58,428","00:41:00,097","00:40:58,499","00:41:00,000"
.עוד לא,Not yet.,True,"00:41:00,806","00:41:01,640","00:41:00,668","00:41:01,669"
"?בנג'י, מה המצב עם הפצצה","Benji, how are you doing with that bomb?",True,"00:41:02,599","00:41:04,434","00:41:02,711","00:41:04,463"
".קדימה, קדימה","Come on, come on.",True,"00:41:04,518","00:41:05,519","00:41:04,546","00:41:05,547"
!הצלחתי,I got it!,True,"00:41:07,271","00:41:08,105","00:41:06,799","00:41:08,133"
.נראה שיש 14 אותיות בכל גלגל,Looks like 14 letters on each wheel.,True,"00:41:12,609","00:41:14,736","00:41:12,638","00:41:14,848"
.אחד וחצי מיליארד שילובים אפשריים,1.5 billion possible combinations.,True,"00:41:14,820","00:41:17,447","00:41:14,932","00:41:17,476"
.פחות או יותר,Give or take.,True,"00:41:17,531","00:41:18,866","00:41:17,559","00:41:18,894"
.אלוהים,"Oh, my God.",True,"00:41:20,117","00:41:21,285","00:41:20,145","00:41:21,355"
?מה עכשיו,What now?,True,"00:41:21,368","00:41:22,995","00:41:21,438","00:41:22,898"
.הגלגלים... הם מאייתים מסר,"The wheels, they spell out a message.",True,"00:41:23,078","00:41:25,455","00:41:22,982","00:41:25,526"
